exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_2_p, households_by_type_census_lone_person_households_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_4_a, dwelling_structure_private_dwellings_census_separate_house_num, families_type_census_couple_families_non_dependent_children_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_nvr_mrrd_pc, method_travel_work_employed_persons_census_used_one_total_num, tenure_type_occupied_private_dwellings_census_owned_mortgage_pc, sa2_name_2016, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_3_p, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_nm, dwlng_strce_prvte_dwlngs_cns_smi_dtch_rw_trce_hse_twnhse_etc_nm, method_travel_work_employed_persons_census_worked_home_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_to_at_indqtly_dscrb_std_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_spre_nm, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_crd_chldchldrn_pc, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_edctn_ocptn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_mrrge_nm, rent_mortgage_payments_census_average_monthly_household_payment, method_travel_work_employed_persons_census_used_one_truck_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_dsvntg, method_travel_work_employed_persons_census_used_one_train_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_1_d, dwelling_structure_private_dwellings_census_stated_num, gftsdntns_rprtd_txpyrs_yr_endd_30_jne_prsns_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_pssngr_nm, households_by_type_census_total_households_num, method_travel_work_employed_persons_census_total_used_one, families_by_type_census_couple_families_without_children_num, hshld_strss_cnss_hshlds_mrtgge_rpymnts_lss_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsn_cns_ple_trvld_to_cr_drv_psngr_nm, scl_mrtl_st_rgstd_prsn_agd_15_yrs_cns_mrd_de_fcto_mrge_nm, method_travel_work_employed_persons_census_used_one_taxi_num, dwelling_structure_private_dwellings_census_flat_apartment_num, method_travel_work_employed_persons_census_used_one_bicycle_num, commuting_work_census_average_distance_to_place_kms, fmls_type_cnss_one_prnt_chldrn_15_andr_dpndnt_stdnts_nm, hshld_strss_cnss_hshlds_rnt_pymnts_grtr_eql_30pc_incme_pc, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_scre_nt_a, hshld_strss_cnss_hshlds_mrtgge_rpymnts_grtr_eql_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsns_cnss_pple_trvlld_to_pblc_trnsprt_nm, method_travel_work_employed_persons_census_used_one_tram_num, homelessness_census_homeless_rate_per_10000_persons_rate, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_sttd_pc, giftsdonations_reported_by_taxpayers_year_ended_30_june_median, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_dsvn, accss_intrnt_hme_occpd_prvte_dwllngs_cnss_accssd_dwllng_pc, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_prvde_pc, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_wdwd_pc, tenure_type_occupied_private_dwellings_census_owned_outright_pc, method_travel_work_employed_persons_census_used_one_ferry_num, households_by_type_census_average_household_size_no_of_persons, cmmtng_wrk_cnss_avrge_dstnce_plce_usl_rsdnce_kms, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_pc, method_travel_work_employed_persons_census_used_one_bus_num, tenure_type_occupied_private_dwellings_census_stated_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_extra_bdrms_ndd_nm, families_by_type_census_average_family_size_no_of_persons, unpd_wrk_prsns_agd_15_yrs_cnss_undrtkng_vlntry_orgnstn_grp_pc, commuting_work_census_median_distance_place_usual_residence_kms, fmls_type_cnss_cple_chldrn_15_andr_dpndnt_stdnts_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_mtr_bksctr_nm, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_ndd_spre_nm, method_travel_work_employed_persons_census_go_to_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_sprtd_pc, tenure_type_occupied_private_dwellings_census_tenure_type_pc, dwelling_structure_private_dwellings_census_other_dwelling_num, unpd_wrk_prsns_agd_15_yrs_cnss_prvdd_assstnce_prsn_a_dsblty_pc, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rsc_ir, method_travel_work_employed_persons_census_used_one_walked_num, method_travel_work_employed_persons_census_used_one_method_num, families_by_type_census_total_families_num, tenure_type_occupied_private_dwellings_census_rented_pc, households_by_type_census_group_households_num, rnt_mrtgge_pymnts_cnss_avrge_mnthly_hshld_rntl_pymnt, families_type_census_one_parent_non_dependent_children_num, count_children_family_census_average_number_of_all_in_num, method_travel_work_employed_persons_census_of_stated_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_advntg, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_and_pc, households_by_type_census_family_households_num, sa2_maincode_2016, dwelling_structure_private_dwellings_census_total_num, method_travel_work_employed_persons_census_total_employed_num, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_advn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_dvrcd_pc, families_by_type_census_other_families_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_acsd_dwlng_pc, commuting_work_census_median_distance_to_place_kms, hshld_strss_cnss_hshlds_rnt_pymnts_lss_30pc_incme_pc, sco_ecnmc_indxs_ars_sfa_stte_dcls_cnss_dcle_rnkng_indx_rsrcs_ir, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_pc, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_drvr_nm, yr, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_edctn_ocpt
null,1180,null,2857,145,29.4,2125,25.6,"Maryborough (Vic.)",null,2632,150,75,null,null,15.6,null,2617,1001,22,null,5,null,null,null,150,3272,21,906,94.9,1861,458,7,212,41,null,307,9.6,null,5.1,20,6,37.0,9.5,null,null,null,67.2,11.0,43.2,null,2.2,null,44.8,6,3.9,null,2.8,20.7,null,512,6,null,310,4.2,0.8,59,12.8,null,181,8,2023,26.4,91,686,124,1.8,59,null,0.7,2002,"201031016",3278,2594,null,10.5,30,null,null,90.4,null,6.9,1686,2011,null
null,842,null,2177,198,34.6,3875,33.9,"Surrey Hills (East) - Mont Albert",null,3025,895,273,null,null,20.4,null,3850,2493,19,null,657,null,null,null,146,3521,284,875,91.7,2989,482,4,446,50,null,172,7.6,null,8.3,1040,84,34.2,5.1,null,null,null,67.1,5.2,40.0,null,2.6,null,52.6,39,2.1,null,3.1,25.3,null,1168,9,null,561,1.7,0.5,3,12.5,null,140,29,2561,23.5,144,1617,106,1.9,44,null,0.7,2530,"207031167",3521,5048,null,5.7,47,null,null,92.4,null,6.6,2704,2011,null
null,623,null,1975,122,26.5,1425,30.8,"Maryborough Region",null,1506,8,187,null,null,15.1,null,1984,1006,35,null,null,null,null,null,99,2071,20,706,93.0,1287,373,3,30,11,null,114,3.6,null,7.0,19,null,30.9,6.8,null,null,null,71.2,6.7,52.5,null,2.3,null,50.7,8,4.3,null,2.8,26.7,null,372,11,null,231,3.9,0.6,60,14.3,null,62,27,1408,11.9,62,567,76,2.0,44,null,0.8,1389,"201031017",2073,1908,null,12.3,14,null,null,96.4,null,6.3,1171,2011,null
null,2010,null,4999,193,40.1,5019,27.9,"Bendigo",null,5315,460,188,null,null,17.0,null,3891,1255,40,null,48,null,7,null,442,5815,75,1330,94.1,4151,1033,29,323,98,null,620,12.7,null,5.9,157,3,33.0,10.0,null,null,null,64.1,7.6,28.7,3,2.2,null,37.8,66,3.4,null,2.9,19.8,null,1007,36,null,769,3.8,0.6,31,12.5,null,569,21,3508,39.4,333,884,277,1.8,88,null,0.9,3464,"202011018",5820,6131,null,10.7,75,null,null,87.3,null,8.0,3659,2011,null
null,null,null,3,null,null,null,null,"Braeside",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"208031184",3,null,null,null,null,null,null,null,null,null,null,2011,null
null,382,null,1564,122,32.4,2180,49.2,"Chelsea Heights",null,1552,31,50,null,null,23.6,null,1999,1854,24,null,99,null,null,null,123,1830,128,433,85.2,2032,313,4,112,19,null,155,7.0,null,14.8,244,null,null,5.3,null,null,null,64.7,4.0,29.6,null,2.7,null,51.4,27,1.5,null,3.1,15.2,null,627,7,null,278,3.6,0.6,124,10.8,null,39,6,1444,19.1,41,1136,87,1.8,40,null,0.9,1401,"208031187",1831,2669,null,8.9,18,null,null,93.0,null,5.6,1838,2011,null
null,1268,null,3604,202,35.5,3366,34.1,"California Gully - Eaglehawk",null,3473,108,102,null,null,19.7,null,3118,1172,51,null,12,null,null,null,254,4044,55,966,92.3,3129,728,3,334,22,null,479,9.8,null,7.7,121,null,45.6,8.6,null,null,null,62.4,7.3,33.4,4,2.3,null,42.3,71,4.1,null,2.9,17.4,null,804,27,null,486,4.4,0.6,8,12.7,null,78,8,2700,27.6,120,798,203,1.9,111,null,1.1,2663,"202011019",4054,4120,null,10.5,45,null,null,90.2,null,8.3,2833,2011,null
null,311,null,2056,143,26.1,2440,48.7,"Bendigo Region - South",null,1258,null,223,null,null,24.2,null,2714,1639,41,null,6,null,null,null,166,2090,46,718,87.8,2330,437,4,3,8,null,109,2.3,null,12.2,31,3,5.0,5.9,null,null,null,59.4,2.7,40.5,null,2.8,null,61.2,9,1.9,null,3.1,24.4,null,757,10,null,353,2.6,0.6,35,13.2,null,54,16,1781,8.5,27,769,50,2.0,30,null,1.3,1756,"202021026",2094,3091,null,7.3,7,null,null,97.7,null,9.1,2120,2011,null
null,898,null,3071,166,30.6,3058,37.2,"Kyneton",null,2478,61,323,null,null,18.3,null,3222,1648,52,null,131,null,null,null,179,3323,136,1027,90.9,2696,665,3,155,19,null,254,6.8,null,9.1,248,null,49.5,6.5,null,null,null,66.1,6.8,39.6,null,2.5,null,49.4,7,2.3,null,2.9,23.9,null,791,7,null,474,3.9,0.5,30,12.8,null,216,24,2372,20.5,86,926,95,1.9,85,null,1.1,2343,"202021030",3317,4073,null,9.4,29,null,null,93.2,null,7.8,2415,2011,null
null,484,null,2221,116,27.7,2295,46.5,"Woodend",null,1582,null,227,null,null,23.8,null,2492,1819,23,null,190,null,null,null,136,2264,134,650,91.2,2074,441,5,39,11,null,160,4.8,null,8.8,311,7,12.8,6.3,null,null,null,60.8,5.7,36.3,null,2.7,null,54.6,3,1.6,null,3.1,27.1,null,742,3,null,422,2.9,0.4,null,12.8,null,74,9,1744,15.2,52,1034,55,1.9,36,null,1.9,1724,"202021031",2260,3124,null,9.0,11,null,null,95.2,null,7.2,1844,2011,null
null,362,null,1495,91,28.7,1501,40.9,"Bendigo Region - North",null,1130,17,202,null,null,19.8,null,1667,1276,38,null,9,null,null,null,73,1545,18,504,90.9,1365,310,3,23,5,null,89,3.1,null,9.1,22,null,14.7,7.0,null,null,null,63.8,4.9,44.2,null,2.6,null,52.7,6,2.5,null,3.0,27.7,null,422,9,null,206,3.8,0.3,18,14.5,null,77,16,1169,12.0,33,617,49,1.9,24,null,1.1,1147,"202031032",1553,1954,null,10.0,12,null,null,96.9,null,8.5,1279,2011,null
null,924,null,2713,120,24.5,1837,24.1,"Loddon",null,1921,4,559,null,null,15.5,null,2756,906,47,null,3,null,null,null,90,2852,15,963,95.3,1485,410,null,53,14,null,157,3.4,null,4.7,14,null,36.4,8.7,null,null,null,67.9,8.4,54.1,null,2.2,null,53.2,3,3.4,null,2.8,34.3,null,540,22,null,248,3.8,1.6,74,13.8,null,244,37,1883,16.9,70,386,77,1.9,68,null,0.8,1860,"202031033",2844,2725,null,10.3,26,null,null,96.6,null,7.2,1384,2011,null
null,189,null,1468,96,25.9,1850,54.6,"Bannockburn",null,888,3,110,null,null,28.6,null,2033,1868,39,null,12,null,3,null,96,1482,49,473,85.4,1780,299,null,null,8,null,76,3.7,null,14.6,53,null,6.5,3.9,null,null,null,59.0,5.2,32.8,null,3.0,null,61.6,4,1.9,null,3.2,19.6,null,626,7,null,289,2.2,0.5,null,11.1,null,32,3,1309,10.3,14,1104,31,2.0,33,null,1.0,1281,"203011034",1474,2333,null,4.9,7,null,null,96.3,null,7.3,1639,2011,null
null,1596,null,4631,206,33.8,5099,26.3,"East Bendigo - Kennington",null,4522,427,213,null,null,17.0,null,4826,1484,27,null,30,null,null,null,389,5424,74,1543,95.0,4681,793,15,366,80,null,447,9.0,null,5.0,138,3,52.2,6.7,null,null,null,67.4,8.1,40.0,null,2.3,null,47.1,60,2.5,null,2.9,23.8,null,1139,31,null,831,2.9,0.4,5,12.7,null,204,29,3568,30.9,305,974,171,1.9,81,null,0.8,3522,"202011020",5429,6291,null,8.1,65,null,null,91.0,null,8.0,4225,2011,null
null,400,null,2111,155,27.9,2287,50.6,"Golden Plains - South",null,1396,3,268,null,null,23.8,null,2625,1523,53,null,4,null,null,null,111,2147,57,683,86.8,2164,376,null,16,8,null,135,2.2,null,13.2,55,null,11.7,5.3,null,null,null,61.0,3.5,36.5,null,2.8,null,58.8,9,2.4,null,3.1,24.6,null,694,11,null,336,2.7,0.6,14,12.9,null,74,14,1738,9.9,34,676,56,2.0,59,null,1.7,1708,"203011035",2144,3013,null,7.0,14,null,null,97.8,null,8.3,1996,2011,null
null,357,null,1935,138,28.2,2020,41.7,"Winchelsea",null,1296,28,305,null,null,22.4,null,2346,1738,39,null,5,null,3,null,118,1973,46,658,88.3,1894,406,3,3,11,null,106,4.4,null,11.7,54,3,5.4,6.1,null,null,null,62.6,4.8,39.6,null,2.7,null,57.0,13,2.8,null,3.0,28.2,null,605,7,null,333,2.5,0.7,null,13.4,null,65,19,1591,15.4,36,797,66,1.9,45,null,1.1,1579,"203011036",1969,2749,null,7.7,6,null,null,95.6,null,7.7,1739,2011,null
null,942,null,4829,372,32.2,5907,46.1,"Lara",null,3877,144,302,null,null,22.6,null,5899,1712,87,null,306,null,null,null,331,5181,226,1484,88.9,5476,1015,4,186,18,null,439,6.7,null,11.1,518,null,11.2,10.7,null,null,null,57.2,4.4,31.5,null,2.8,null,52.6,23,1.9,null,3.1,16.0,null,1683,21,null,867,3.3,0.7,11,11.2,null,112,36,4208,19.9,95,1117,188,1.9,93,null,1.3,4142,"203021043",5170,7397,null,7.5,30,null,null,93.3,null,8.2,4964,2011,null
null,1367,null,3579,156,33.5,2967,29.8,"Castlemaine",null,3113,102,235,null,null,16.8,null,2987,1362,24,null,138,null,4,null,170,3938,138,1050,92.4,2478,810,10,231,87,null,327,8.3,null,7.6,282,3,16.7,13.6,null,null,null,60.9,8.8,43.7,null,2.2,null,42.5,19,3.7,null,2.8,28.1,null,734,10,null,483,3.6,0.6,29,12.9,null,245,19,2476,22.2,125,881,154,1.8,70,null,1.5,2454,"202021027",3945,3894,null,11.7,37,null,null,91.7,null,7.2,2244,2011,null
null,946,null,3183,158,28.8,2697,36.4,"Castlemaine Region",null,2344,28,403,null,null,17.0,null,3074,1333,54,null,54,null,4,null,151,3288,77,1115,90.5,2469,737,3,31,9,null,204,4.6,null,9.5,130,null,35.2,8.2,null,null,null,65.3,5.3,47.7,null,2.3,null,49.8,11,2.2,null,2.8,32.1,null,682,14,null,421,3.7,0.8,52,13.8,null,134,15,2283,12.9,100,710,108,1.8,79,null,1.2,2245,"202021028",3298,3679,null,12.4,16,null,null,95.4,null,8.4,2250,2011,null
null,524,null,1572,78,25.7,1139,33.6,"Heathcote",null,1232,21,131,null,null,12.9,null,1558,1231,19,null,null,null,null,null,78,1681,20,603,91.2,1044,284,4,45,3,null,116,4.3,null,8.8,17,3,40.1,10.7,null,null,null,68.9,8.1,48.2,null,2.2,null,49.8,5,3.8,null,2.7,20.9,null,271,3,null,171,4.5,0.9,44,14.1,null,55,10,1131,13.8,55,638,60,1.8,33,null,0.9,1105,"202021029",1682,1486,null,11.9,18,null,null,95.7,null,6.7,954,2011,null
null,1979,null,4468,207,34.9,5147,30.8,"Belmont",null,4706,494,159,null,null,17.3,null,4526,1544,33,null,128,null,null,null,330,5752,178,1496,93.0,4677,991,14,575,83,null,427,11.2,null,7.0,389,4,12.5,7.1,null,null,null,67.0,8.7,36.4,3,2.2,null,43.5,118,2.3,null,2.8,19.7,null,1106,29,null,760,3.3,0.6,217,12.0,null,181,22,3538,29.9,251,1037,226,1.8,73,null,1.0,3521,"203021037",5754,6309,null,9.7,77,null,null,88.8,null,7.6,4201,2011,null
null,2810,null,8710,656,39.7,7565,28.1,"Corio - Norlane",null,9547,363,108,null,null,18.8,null,7438,1251,68,null,96,null,null,null,692,9772,200,2125,92.8,6971,1749,23,691,96,null,1373,13.4,null,7.2,428,3,69.9,9.1,null,null,null,63.8,6.7,30.0,null,2.5,null,39.0,193,3.9,null,3.0,11.8,null,1898,27,null,1036,4.5,0.6,9,12.6,null,211,42,6813,37.4,312,782,638,1.9,225,null,0.9,6649,"203021038",9773,9133,null,10.2,134,null,null,86.6,null,7.3,6108,2011,null
null,1798,null,3811,183,40.5,4935,29.6,"Geelong",null,4426,479,206,null,null,16.5,null,3567,1640,32,null,198,null,8,null,324,5099,148,1254,93.4,3870,1038,27,779,122,null,339,12.2,null,6.6,430,null,48.4,8.0,null,null,null,67.0,6.8,29.9,null,2.2,null,39.0,110,2.7,null,2.8,17.9,null,923,34,null,736,3.0,0.5,38,11.6,null,617,18,2974,37.3,349,1063,202,1.7,81,null,0.8,2954,"203021039",5115,6105,null,10.7,87,null,null,87.8,null,7.5,3449,2011,null
null,2709,null,6225,297,37.7,7561,32.1,"Geelong West - Hamlyn Heights",null,6669,575,230,null,null,19.0,null,6091,1613,49,null,275,null,3,null,475,7876,237,1870,93.3,6645,1487,20,1064,145,null,531,11.7,null,6.7,595,null,25.4,7.2,null,null,null,65.0,6.8,33.4,3,2.3,null,42.8,129,2.9,null,2.9,19.3,null,1707,31,null,1172,3.2,0.4,9,11.5,null,400,37,4833,31.2,387,1010,324,1.8,123,null,1.2,4789,"203021040",7876,9324,null,9.4,95,null,null,88.3,null,7.6,5988,2011,null
null,1635,null,6169,439,30.8,7576,41.9,"Grovedale",null,5462,371,247,null,null,21.0,null,7559,1642,74,null,129,null,null,null,479,7128,189,2065,90.2,7172,1241,16,565,58,null,510,6.5,null,9.8,392,3,33.3,5.1,null,null,null,63.9,7.4,33.3,3,2.6,null,52.1,103,2.4,null,3.0,18.4,null,1984,26,null,1264,2.5,2.4,15,11.8,null,140,29,5307,19.9,248,1140,239,1.9,131,null,1.0,5243,"203021041",7120,9409,null,7.2,72,null,null,93.5,null,9.0,6523,2011,null
null,1508,null,5965,422,30.8,7580,37.2,"Highton",null,5258,140,372,null,null,19.7,null,8150,1879,35,null,160,null,3,null,486,6895,263,2060,92.1,7213,826,16,788,70,null,406,6.8,null,7.9,492,3,19.4,4.8,null,null,null,65.2,5.0,41.6,null,2.6,null,56.1,112,1.8,null,3.0,23.8,null,2113,25,null,1243,2.2,0.3,null,12.0,null,136,41,5205,19.1,229,1212,168,1.9,144,null,1.0,5155,"203021042",6896,9591,null,6.0,49,null,null,93.2,null,9.2,6497,2011,null
null,703,null,3275,219,26.8,3919,44.4,"Leopold",null,2441,47,124,null,null,23.0,null,4239,1649,25,null,34,null,5,null,233,3652,107,1204,89.4,3790,681,null,246,21,null,268,4.8,null,10.6,180,null,17.4,5.0,null,null,null,62.1,5.4,38.7,null,2.6,null,57.5,59,2.0,null,3.0,18.9,null,1095,16,null,628,2.8,1.3,92,11.9,null,42,18,2919,13.7,69,1135,116,1.9,71,null,1.0,2884,"203021044",3665,4848,null,7.4,28,null,null,95.2,null,8.9,3468,2011,null
null,1854,null,4801,356,34.5,5200,34.3,"Newcomb - Moolap",null,5241,284,120,null,null,17.4,null,4715,1409,59,null,60,null,null,null,406,5881,135,1472,91.6,4822,1051,15,751,64,null,606,11.6,null,8.4,274,null,38.5,7.8,null,null,null,65.7,8.7,32.8,null,2.3,null,42.3,114,3.2,null,2.9,13.8,null,1105,26,null,723,3.9,1.6,44,11.8,null,137,16,3908,28.1,193,907,305,1.8,119,null,0.9,3830,"203021045",5880,6306,null,10.6,61,null,null,88.4,null,8.2,4300,2011,null
null,1147,null,2924,154,32.8,3782,30.8,"Newtown (Vic.)",null,2872,390,234,null,null,21.6,null,3672,1964,16,null,135,null,null,null,205,3780,137,929,93.4,3335,509,17,461,71,null,214,9.2,null,6.6,264,null,40.1,5.5,null,null,null,63.6,5.8,38.4,null,2.4,null,51.4,32,2.0,null,3.0,24.8,null,1063,14,null,562,2.5,0.8,6,12.9,null,262,12,2507,28.1,145,1122,105,1.9,55,null,1.1,2486,"203021046",3781,4782,null,7.4,42,null,null,90.8,null,8.1,3017,2011,null
null,1531,null,6021,302,28.0,6739,37.4,"Ocean Grove - Barwon Heads",null,4522,225,486,null,null,21.9,null,7043,1848,70,null,75,null,3,null,365,6610,238,1986,91.0,6402,1240,9,350,78,null,510,7.4,null,9.0,324,6,11.4,6.2,null,null,null,62.2,6.0,39.0,4,2.6,null,54.8,56,1.5,null,3.0,24.5,null,1972,16,null,1108,2.8,0.5,24,11.9,null,193,37,4972,21.5,143,1197,173,1.9,111,null,1.5,4939,"203031050",6623,8679,null,8.5,40,null,null,92.6,null,8.3,5815,2011,null
null,897,null,2517,129,22.7,1646,22.3,"Portarlington",null,1877,113,131,null,null,13.3,null,2699,1571,20,null,16,null,null,null,96,2801,67,1069,93.4,1568,410,null,159,12,null,181,11.5,null,6.6,98,null,4.9,8.1,null,null,null,69.8,8.6,50.1,null,2.1,null,54.3,25,3.2,null,2.6,20.7,null,397,10,null,274,3.7,0.7,20,13.8,null,41,16,1854,23.7,70,969,74,1.8,53,null,0.8,1833,"203031051",2809,2171,null,10.6,17,null,null,88.5,null,8.1,1413,2011,null
null,1530,null,4667,379,31.4,4913,28.8,"North Geelong - Bell Park",null,4559,290,134,null,null,16.1,null,5115,1583,44,null,155,null,null,null,359,5409,108,1512,93.0,4441,779,17,431,55,null,428,8.4,null,7.0,330,null,38.2,8.1,null,null,null,66.0,8.7,42.8,3,2.4,null,48.2,84,3.4,null,2.9,13.6,null,1108,14,null,610,3.4,0.6,28,12.4,null,146,33,3779,24.5,165,987,300,1.8,129,null,0.8,3713,"203021047",5416,5894,null,8.3,56,null,null,91.6,null,9.0,4002,2011,null
null,529,null,1474,66,20.2,1158,21.2,"Point Lonsdale - Queenscliff",null,1017,123,148,null,null,14.7,null,1697,1668,10,null,10,null,null,null,53,1642,39,596,94.5,1050,194,null,36,24,null,74,6.4,null,5.5,47,null,12.9,7.2,null,null,null,66.8,9.9,55.2,null,2.2,null,58.9,11,2.2,null,2.7,35.2,null,308,3,null,216,2.6,0.2,15,14.4,null,80,7,1094,20.7,25,1033,40,1.9,18,null,0.9,1086,"203031052",1648,1583,null,8.5,10,null,null,93.6,null,10.4,961,2011,null
null,936,null,4046,245,26.3,4093,38.8,"Clifton Springs",null,3089,167,195,null,null,19.0,null,4954,1560,32,null,22,null,null,null,256,4328,99,1479,90.5,3957,661,3,113,11,null,326,6.2,null,9.5,137,null,17.7,6.4,null,null,null,65.6,6.1,42.5,null,2.6,null,57.0,41,2.3,null,2.9,19.7,null,1137,17,null,689,3.3,0.3,4,12.9,null,83,12,3350,16.4,75,1087,150,1.9,71,null,1.2,3311,"203031048",4330,5147,null,7.3,30,null,null,93.8,null,7.9,3608,2011,null
null,1021,null,4543,222,30.3,5702,39.9,"Torquay",null,3386,329,498,null,null,26.4,null,5694,2065,44,null,72,null,4,null,296,5220,215,1502,89.0,5422,1134,10,322,54,null,356,8.1,null,11.0,283,3,6.9,5.6,null,null,null,58.1,3.9,33.7,4,2.7,null,55.9,48,1.9,null,3.1,24.5,null,1802,13,null,950,2.8,0.6,23,11.5,null,206,29,4034,24.0,197,1417,121,1.9,92,null,1.5,4002,"203031053",5221,7460,null,7.2,27,null,null,91.9,null,8.5,4937,2011,null
null,544,null,1612,77,28.4,1559,25.7,"Lorne - Anglesea",null,1172,57,180,null,null,16.4,null,1667,1770,27,null,10,null,3,null,77,1785,37,562,93.1,1367,352,null,95,18,null,92,8.6,null,6.9,44,5,6.1,10.1,null,null,null,63.8,6.7,47.2,null,2.3,null,53.4,12,1.7,null,2.8,30.8,null,400,null,null,358,2.7,0.7,12,12.8,null,145,9,1214,24.5,36,1019,60,1.8,29,null,1.3,1203,"203031049",1779,2154,null,8.6,9,null,null,91.4,null,8.4,1251,2011,null
null,438,null,1487,60,27.4,1427,31.7,"Beechworth",null,1113,37,141,null,null,16.9,null,1496,1529,11,null,3,null,null,null,102,1594,19,525,91.1,1270,309,null,61,18,null,124,6.8,null,8.9,5,null,null,11.1,null,null,null,64.3,7.1,44.7,null,2.3,null,50.8,3,2.5,null,2.8,28.7,null,342,5,null,293,3.3,0.6,8,12.4,null,128,8,1124,19.9,42,848,60,1.8,25,null,0.9,1112,"204031068",1593,1901,null,11.4,9,null,null,93.2,null,6.8,1147,2011,null
null,920,null,2704,119,29.0,2670,29.4,"Bright - Mount Beauty",null,1917,96,401,null,null,17.2,null,2824,1502,30,null,4,null,7,null,172,2994,36,1013,91.0,2028,572,null,132,44,null,169,7.6,null,9.0,64,null,13.2,7.8,null,null,null,68.3,6.8,44.2,null,2.2,null,51.8,52,2.0,null,2.8,30.6,null,624,16,null,451,2.9,1.0,50,11.2,null,438,83,1999,23.4,75,1220,61,1.8,60,null,1.2,1996,"204031069",2989,3613,null,9.5,18,null,null,92.4,null,5.5,1826,2011,null
null,1048,null,1511,121,55.2,3959,26.0,"Brunswick East",null,3552,982,184,null,null,13.2,null,2185,2247,8,null,40,null,null,null,126,3586,283,955,93.4,1965,1093,8,1060,537,null,106,14.1,null,6.6,1526,1199,8.4,7.1,null,null,null,72.7,4.2,26.2,null,2.2,null,32.1,35,2.1,null,2.7,19.8,null,604,40,null,474,1.6,0.6,23,9.4,null,183,24,2009,45.2,549,1552,142,1.6,46,null,1.0,1981,"206011106",3576,4942,null,6.8,72,null,null,85.9,null,5.9,1751,2011,null
null,334,null,2106,117,36.7,2956,67.4,"Mernda",null,1478,113,72,null,null,30.4,null,2436,2217,38,null,86,null,null,null,137,2224,167,629,71.2,2911,714,null,8,3,null,184,6.7,null,28.8,258,null,7.8,4.5,null,null,null,57.3,1.5,12.3,null,2.8,null,52.4,25,1.3,null,3.1,11.3,null,857,5,null,374,3.1,0.4,null,9.7,null,11,15,1880,18.3,49,1477,55,1.8,53,null,1.2,1842,"209041434",2227,3621,null,6.4,31,null,null,93.3,null,6.7,2629,2011,null
null,1898,null,2458,230,49.0,5542,24.7,"Brunswick West",null,5367,1040,201,null,null,14.3,null,3859,2099,20,null,178,null,3,null,229,5565,535,1328,93.2,3441,1207,24,2043,463,null,235,15.4,null,6.8,1948,1198,57.6,7.9,null,null,null,72.6,4.4,26.8,null,2.2,null,37.1,65,2.5,null,2.8,17.1,null,1027,73,null,693,2.4,0.6,26,10.0,null,183,33,3150,45.5,573,1263,202,1.7,80,null,0.7,3090,"206011107",5570,7044,null,7.1,127,null,null,84.6,null,4.5,3069,2011,null
