exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_2_p, households_by_type_census_lone_person_households_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_4_a, dwelling_structure_private_dwellings_census_separate_house_num, families_type_census_couple_families_non_dependent_children_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_nvr_mrrd_pc, method_travel_work_employed_persons_census_used_one_total_num, tenure_type_occupied_private_dwellings_census_owned_mortgage_pc, sa2_name_2016, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_3_p, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_nm, dwlng_strce_prvte_dwlngs_cns_smi_dtch_rw_trce_hse_twnhse_etc_nm, method_travel_work_employed_persons_census_worked_home_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_to_at_indqtly_dscrb_std_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_spre_nm, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_crd_chldchldrn_pc, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_edctn_ocptn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_mrrge_nm, rent_mortgage_payments_census_average_monthly_household_payment, method_travel_work_employed_persons_census_used_one_truck_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_dsvntg, method_travel_work_employed_persons_census_used_one_train_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_1_d, dwelling_structure_private_dwellings_census_stated_num, gftsdntns_rprtd_txpyrs_yr_endd_30_jne_prsns_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_pssngr_nm, households_by_type_census_total_households_num, method_travel_work_employed_persons_census_total_used_one, families_by_type_census_couple_families_without_children_num, hshld_strss_cnss_hshlds_mrtgge_rpymnts_lss_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsn_cns_ple_trvld_to_cr_drv_psngr_nm, scl_mrtl_st_rgstd_prsn_agd_15_yrs_cns_mrd_de_fcto_mrge_nm, method_travel_work_employed_persons_census_used_one_taxi_num, dwelling_structure_private_dwellings_census_flat_apartment_num, method_travel_work_employed_persons_census_used_one_bicycle_num, commuting_work_census_average_distance_to_place_kms, fmls_type_cnss_one_prnt_chldrn_15_andr_dpndnt_stdnts_nm, hshld_strss_cnss_hshlds_rnt_pymnts_grtr_eql_30pc_incme_pc, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_scre_nt_a, hshld_strss_cnss_hshlds_mrtgge_rpymnts_grtr_eql_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsns_cnss_pple_trvlld_to_pblc_trnsprt_nm, method_travel_work_employed_persons_census_used_one_tram_num, homelessness_census_homeless_rate_per_10000_persons_rate, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_sttd_pc, giftsdonations_reported_by_taxpayers_year_ended_30_june_median, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_dsvn, accss_intrnt_hme_occpd_prvte_dwllngs_cnss_accssd_dwllng_pc, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_prvde_pc, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_wdwd_pc, tenure_type_occupied_private_dwellings_census_owned_outright_pc, method_travel_work_employed_persons_census_used_one_ferry_num, households_by_type_census_average_household_size_no_of_persons, cmmtng_wrk_cnss_avrge_dstnce_plce_usl_rsdnce_kms, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_pc, method_travel_work_employed_persons_census_used_one_bus_num, tenure_type_occupied_private_dwellings_census_stated_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_extra_bdrms_ndd_nm, families_by_type_census_average_family_size_no_of_persons, unpd_wrk_prsns_agd_15_yrs_cnss_undrtkng_vlntry_orgnstn_grp_pc, commuting_work_census_median_distance_place_usual_residence_kms, fmls_type_cnss_cple_chldrn_15_andr_dpndnt_stdnts_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_mtr_bksctr_nm, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_ndd_spre_nm, method_travel_work_employed_persons_census_go_to_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_sprtd_pc, tenure_type_occupied_private_dwellings_census_tenure_type_pc, dwelling_structure_private_dwellings_census_other_dwelling_num, unpd_wrk_prsns_agd_15_yrs_cnss_prvdd_assstnce_prsn_a_dsblty_pc, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rsc_ir, method_travel_work_employed_persons_census_used_one_walked_num, method_travel_work_employed_persons_census_used_one_method_num, families_by_type_census_total_families_num, tenure_type_occupied_private_dwellings_census_rented_pc, households_by_type_census_group_households_num, rnt_mrtgge_pymnts_cnss_avrge_mnthly_hshld_rntl_pymnt, families_type_census_one_parent_non_dependent_children_num, count_children_family_census_average_number_of_all_in_num, method_travel_work_employed_persons_census_of_stated_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_advntg, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_and_pc, households_by_type_census_family_households_num, sa2_maincode_2016, dwelling_structure_private_dwellings_census_total_num, method_travel_work_employed_persons_census_total_employed_num, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_advn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_dvrcd_pc, families_by_type_census_other_families_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_acsd_dwlng_pc, commuting_work_census_median_distance_to_place_kms, hshld_strss_cnss_hshlds_rnt_pymnts_lss_30pc_incme_pc, sco_ecnmc_indxs_ars_sfa_stte_dcls_cnss_dcle_rnkng_indx_rsrcs_ir, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_pc, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_drvr_nm, yr, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_edctn_ocpt
null,1042,null,3066,149,24.1,2714,25.4,"Lakes Entrance",null,2434,269,249,null,null,14.5,null,3669,1406,32,null,3,null,7,null,229,3728,38,1416,93.2,2466,653,7,200,20,null,261,9.9,null,6.8,27,null,42.6,9.2,null,null,null,68.4,8.4,46.1,null,2.3,null,54.6,18,3.1,null,2.7,21.7,null,665,7,null,454,3.5,0.7,193,12.9,null,155,55,2625,24.8,91,869,106,1.9,73,null,1.2,2596,"205021084",3735,3526,null,9.4,28,null,null,90.1,null,6.5,2204,2011,null
null,903,null,2577,100,29.4,1951,24.5,"Orbost",null,1911,41,299,null,null,16.2,null,2356,1198,45,null,3,null,null,null,120,2790,26,912,93.9,1535,574,null,126,42,null,199,5.6,null,6.1,26,null,22.4,7.6,null,null,null,67.6,7.2,49.6,null,2.2,null,48.3,19,2.8,null,2.8,30.8,null,499,8,null,302,3.7,1.1,49,13.9,null,256,55,1822,22.0,72,539,79,1.9,63,null,1.4,1807,"205021085",2793,2644,null,11.2,10,null,null,94.4,null,7.3,1395,2011,null
null,612,null,1978,74,19.7,1540,23.6,"Paynesville",null,1314,132,126,null,null,12.5,null,2373,1429,16,null,null,null,3,null,97,2263,43,1007,93.8,1440,433,null,112,20,null,118,7.3,null,6.2,56,null,5.5,7.6,null,null,null,72.7,9.5,53.0,4,2.2,null,57.9,11,2.7,null,2.6,26.1,null,359,11,null,232,2.5,0.7,44,12.8,null,62,19,1620,20.2,53,889,46,1.8,32,null,0.5,1605,"205021086",2269,1977,null,10.3,null,null,null,92.7,null,6.6,1308,2011,null
null,1013,null,3189,143,26.4,2548,29.0,"Foster",null,2130,28,613,null,null,16.2,null,3246,1368,29,null,11,null,null,null,125,3328,35,1192,91.6,2129,639,null,79,21,null,177,4.9,null,8.4,32,5,21.3,7.4,null,null,null,67.7,7.4,48.5,null,2.2,null,53.4,10,3.1,null,2.8,31.7,null,658,35,null,384,3.3,1.2,31,12.3,null,297,48,2262,18.3,73,613,78,1.9,83,null,0.6,2243,"205031087",3327,3665,null,9.5,10,null,null,95.1,null,7.9,1971,2011,null
null,21,null,40,null,19.4,14,27.5,"French Island",null,29,null,15,null,null,12.2,null,42,1700,null,null,null,null,null,null,null,48,6,19,81.4,18,null,null,null,null,null,null,null,null,18.6,6,null,null,null,null,null,null,75.5,3.1,66.7,null,2.0,null,60.2,null,null,null,2.4,52.0,null,null,null,null,8,null,null,null,12.2,null,null,null,28,5.9,null,null,null,1.7,7,null,null,22,"205031088",40,54,null,20.4,null,null,null,100.0,null,4.1,9,2011,null
null,805,null,3086,170,27.4,2988,38.5,"Korumburra",null,2233,51,446,null,null,19.6,null,3477,1499,58,null,3,null,null,null,183,3254,47,1097,89.2,2708,605,null,84,6,null,235,5.0,null,10.8,48,null,28.2,6.0,null,null,null,65.0,6.6,40.4,3,2.5,null,54.2,14,2.7,null,3.0,26.2,null,818,26,null,468,3.2,1.0,24,11.5,null,191,23,2431,17.2,63,772,102,2.0,68,null,1.0,2387,"205031089",3245,4019,null,8.4,19,null,null,95.0,null,8.3,2484,2011,null
null,1013,null,3688,172,27.5,3716,34.1,"Leongatha",null,2614,171,483,null,null,20.0,null,4057,1484,48,null,3,null,null,null,244,3949,48,1316,91.8,3285,761,5,67,20,null,270,5.1,null,8.2,43,null,26.9,6.8,null,null,null,63.5,6.9,42.8,null,2.4,null,54.4,21,2.5,null,2.9,29.9,null,971,27,null,613,2.8,0.8,22,13.2,null,321,43,2861,19.8,91,823,111,1.9,66,null,1.3,2843,"205031090",3948,4928,null,8.3,19,null,null,94.9,null,8.4,2990,2011,null
null,1116,null,3392,108,27.7,3061,29.5,"Phillip Island",null,2460,170,261,null,null,18.5,null,3296,1546,40,null,3,null,4,null,186,3692,46,1226,91.1,2775,768,5,97,45,null,267,10.2,null,8.9,50,3,16.3,8.4,null,null,null,64.6,7.6,40.9,3,2.2,null,50.8,18,2.9,null,2.8,22.4,null,750,16,null,522,4.0,0.9,28,12.3,null,168,25,2477,25.8,116,1028,103,1.8,48,null,1.0,2460,"205031091",3691,3938,null,9.9,21,null,null,89.8,null,7.5,2553,2011,null
null,508,null,2486,137,30.8,3375,45.4,"Alfredton",null,2016,42,123,null,null,26.2,null,3234,1644,22,null,26,null,null,null,214,2762,49,738,90.5,3218,476,3,214,37,null,223,5.8,null,9.5,110,3,9.8,5.4,null,null,null,59.0,4.0,32.2,null,2.8,null,55.4,41,1.6,null,3.2,21.9,null,1032,4,null,473,2.4,0.3,9,12.3,null,53,11,2200,20.3,77,1080,61,2.0,66,null,1.3,2175,"201011001",2751,4083,null,7.4,24,null,null,94.2,null,7.9,2954,2011,null
null,null,null,6,null,null,null,null,"Wilsons Promontory",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100.0,null,163,null,2.0,null,null,null,null,"205031092",6,null,null,null,null,null,null,100.0,null,null,null,2011,null
null,2607,null,7256,364,26.9,6341,26.8,"Wonthaggi - Inverloch",null,5772,372,546,null,null,16.7,null,7293,1462,80,null,11,null,4,null,494,8107,79,2609,92.1,5792,1443,3,376,64,null,534,8.7,null,7.9,88,9,19.3,9.7,null,null,null,65.0,8.1,43.9,null,2.2,null,50.7,37,2.9,null,2.8,22.4,null,1502,26,null,980,3.5,0.7,88,12.7,null,350,37,5314,25.7,264,1103,256,1.8,168,null,0.9,5242,"205031093",8096,8113,null,10.7,57,null,null,91.3,null,7.7,5225,2011,null
null,784,null,3882,254,33.5,4048,39.2,"Churchill",null,2929,13,246,null,null,20.3,null,4334,1365,44,null,16,null,null,null,250,4001,62,1275,92.6,3879,824,null,66,17,null,327,5.1,null,7.4,70,null,27.1,6.1,null,null,null,63.3,4.3,41.2,null,2.6,null,51.9,20,2.1,null,3.0,22.7,null,1122,17,null,685,2.7,0.5,30,12.7,null,85,25,3152,17.2,106,699,142,1.9,61,null,1.2,3107,"205041094",3991,5099,null,7.7,27,null,null,94.9,null,9.1,3584,2011,null
null,2338,null,5480,348,33.5,4991,30.0,"Moe - Newborough",null,5718,445,117,null,null,17.3,null,5329,1164,38,null,52,null,null,null,355,6825,84,1718,95.0,4709,1148,16,868,20,null,698,9.1,null,5.0,146,null,27.7,8.5,null,null,null,65.6,8.4,37.0,4,2.3,null,43.4,36,3.9,null,2.9,16.9,null,1256,15,null,846,4.0,1.0,27,12.6,null,140,38,4382,28.1,156,658,282,1.9,124,null,1.1,4327,"205041095",6820,6169,null,10.7,76,null,null,90.9,null,7.7,4283,2011,null
null,1937,null,4838,269,36.9,3965,27.2,"Morwell",null,5021,209,85,null,null,15.7,null,4165,1100,31,null,29,null,null,null,298,5712,55,1433,95.2,3678,979,12,652,20,null,634,11.8,null,4.8,121,null,38.4,9.9,null,null,null,66.0,8.7,36.0,null,2.2,null,40.2,59,3.8,null,2.8,14.4,null,929,9,null,637,3.9,0.5,18,12.0,null,148,19,3608,32.5,211,674,268,1.8,105,null,1.0,3565,"205041096",5717,4843,null,10.3,72,null,null,88.2,null,7.4,3334,2011,null
null,2684,null,8448,449,33.4,9821,39.2,"Traralgon",null,7158,152,267,null,null,21.2,null,8825,1507,83,null,58,null,4,null,708,9742,127,2708,92.4,9211,2073,22,942,72,null,863,8.1,null,7.6,171,null,15.8,7.9,null,null,null,61.8,6.1,31.6,3,2.4,null,48.3,50,2.8,null,3.0,17.5,null,2461,42,null,1511,3.4,0.7,188,11.2,null,305,72,6838,25.8,276,923,288,1.9,194,null,0.9,6773,"205041097",9734,11922,null,8.8,73,null,null,91.9,null,8.2,8398,2011,null
null,342,null,1451,114,31.3,1733,46.1,"Yallourn North - Glengarry",null,1116,150,73,null,null,20.2,null,1715,1347,27,null,3,null,null,null,88,1614,32,509,92.4,1640,404,null,9,3,null,107,1.9,null,7.6,26,4,20.9,7.0,null,null,null,63.2,4.5,41.4,3,2.6,null,53.6,13,2.0,null,3.0,22.0,null,469,6,null,259,2.8,0.3,3,12.3,null,41,19,1259,9.8,34,693,55,1.9,45,null,1.2,1241,"205041098",1613,2135,null,8.0,10,null,null,98.1,null,8.3,1525,2011,null
null,null,null,8,null,50.0,null,null,"Alps - West",null,5,null,null,null,null,15.0,null,null,null,null,null,null,null,null,null,null,null,null,null,100.0,null,null,null,null,null,null,null,null,null,null,null,null,null,40.0,null,null,null,55.0,null,57.1,null,null,null,45.0,null,null,null,null,null,null,null,null,null,null,15.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"205051099",8,null,null,20.0,null,null,null,100.0,null,15.0,null,2011,null
null,400,null,1391,65,25.6,1221,35.1,"Longford - Loch Sport",null,950,51,147,null,null,15.7,null,1530,1348,13,null,null,null,null,null,82,1459,18,527,93.0,1059,219,null,3,13,null,81,4.1,null,7.0,10,null,8.3,9.2,null,null,null,68.0,5.4,46.8,null,2.4,null,55.2,7,3.3,null,2.8,24.3,null,317,12,null,209,3.5,0.3,16,13.5,null,99,34,1030,14.1,31,740,35,2.0,39,null,1.1,1025,"205051100",1461,1635,null,10.3,7,null,null,95.9,null,6.0,967,2011,null
null,1344,null,4798,247,28.2,4511,36.7,"Maffra",null,3459,26,472,null,null,19.4,null,5047,1346,50,null,null,null,null,null,307,5042,57,1597,92.3,4072,942,8,174,42,null,362,5.7,null,7.7,54,null,10.8,8.1,null,null,null,62.1,6.7,40.9,null,2.5,null,53.3,30,2.5,null,3.0,26.1,null,1270,33,null,741,3.6,0.7,40,13.0,null,243,91,3641,19.1,92,683,145,2.0,84,null,1.3,3607,"205051101",5038,5863,null,8.1,29,null,null,94.3,null,9.0,3705,2011,null
null,270,null,1338,84,38.9,1327,38.9,"Rosedale",null,922,3,272,null,null,15.7,null,1521,1420,28,null,null,null,null,null,69,1377,21,501,92.2,1161,322,null,15,3,null,84,4.4,null,7.8,10,null,11.3,26.3,null,null,null,50.7,3.7,39.3,null,2.6,null,47.9,5,1.5,null,2.9,19.7,null,358,28,null,205,2.7,0.9,24,10.2,null,98,22,1099,19.2,21,551,65,1.9,30,null,0.7,1085,"205051102",1380,1859,null,7.0,9,null,null,95.6,null,6.7,1072,2011,null
null,1724,null,4733,223,31.7,5145,32.2,"Sale",null,4266,509,135,null,null,20.2,null,4836,1449,29,null,11,null,null,null,394,5592,56,1467,93.6,4481,950,18,313,149,null,488,9.5,null,6.4,57,null,62.1,7.6,null,null,null,63.2,7.5,33.2,3,2.4,null,48.5,27,2.7,null,3.0,21.0,null,1320,22,null,789,3.6,1.3,37,12.3,null,356,106,3727,30.6,168,888,172,1.9,101,null,1.3,3699,"205051103",5592,6232,null,8.6,51,null,null,90.5,null,7.7,4029,2011,null
null,655,null,2037,90,27.6,1633,28.2,"Yarram",null,1453,21,313,null,null,15.3,null,1975,1281,29,null,3,null,null,null,90,2143,23,770,93.2,1336,437,4,55,12,null,134,6.5,null,6.8,17,null,21.8,7.6,null,null,null,69.9,7.9,46.6,null,2.2,null,50.9,9,3.9,null,2.8,27.5,null,381,23,null,223,3.4,0.8,28,12.7,null,175,60,1466,20.4,44,647,61,1.9,64,null,0.7,1451,"205051104",2141,2246,null,10.1,14,null,null,93.5,null,6.4,1224,2011,null
null,703,null,3442,234,29.9,3868,49.8,"Mount Dandenong - Olinda",null,2495,27,406,null,null,21.4,null,3937,1946,45,null,121,null,null,null,160,3508,271,1083,86.6,3746,765,null,37,20,null,217,3.7,null,13.4,384,null,9.6,4.9,null,null,null,64.2,3.0,38.1,null,2.6,null,54.4,17,1.6,null,3.0,25.1,null,1096,29,null,559,3.2,0.7,10,13.5,null,94,19,2768,10.0,76,1192,124,1.8,63,null,1.6,2734,"211051282",3516,5167,null,9.5,14,null,null,96.3,null,7.9,3374,2011,null
null,928,null,80,52,51.1,2551,19.3,"East Melbourne",null,1826,482,194,null,null,6.9,null,1297,2636,null,null,101,null,null,null,68,2253,100,762,93.0,948,612,15,1687,125,null,35,15.0,null,7.0,591,364,76.6,11.3,null,null,null,74.8,3.7,23.4,null,1.8,null,35.1,33,1.6,null,2.3,22.8,null,175,20,null,256,2.4,0.4,7,8.7,null,936,25,1091,55.3,243,1847,28,1.4,18,null,0.2,1087,"206041119",2256,3122,null,7.7,34,null,null,85.0,null,6.6,852,2011,null
null,402,null,2253,198,31.0,3491,56.3,"Beaconsfield - Officer",null,1961,168,190,null,null,26.9,null,3145,2073,50,null,160,null,null,null,190,2512,81,587,85.0,3249,493,5,5,9,null,156,4.9,null,15.0,228,null,3.8,5.5,null,null,null,59.3,2.7,26.3,null,3.0,null,55.8,9,1.5,null,3.4,18.3,null,1062,10,null,409,3.3,0.2,81,10.8,null,55,14,2104,15.8,44,1200,66,2.0,35,null,1.3,2062,"212011287",2507,4199,null,7.1,28,null,null,95.1,null,7.0,2997,2011,null
null,515,null,2618,234,29.9,3188,45.3,"Bunyip - Garfield",null,2062,26,377,null,null,22.1,null,3284,1812,112,null,93,null,null,null,158,2725,83,808,86.6,2854,553,3,78,3,null,149,4.0,null,13.4,173,null,5.0,5.5,null,null,null,62.3,4.6,37.7,null,2.8,null,54.8,14,2.3,null,3.2,23.2,null,905,18,null,387,2.9,0.7,9,12.7,null,133,27,2204,14.1,51,896,79,2.1,63,null,1.1,2165,"212011288",2731,4099,null,7.8,23,null,null,96.0,null,9.0,2631,2011,null
null,893,null,5627,485,30.7,7061,55.5,"Emerald - Cockatoo",null,4270,13,546,null,null,23.3,null,6996,1794,150,null,80,null,8,null,355,5708,246,1683,84.1,6789,1309,3,45,7,null,382,3.5,null,15.9,313,3,5.3,6.3,null,null,null,61.8,3.4,33.1,3,2.9,null,55.1,41,1.6,null,3.2,21.9,null,2056,27,null,949,2.7,0.6,19,11.5,null,128,48,4827,9.1,91,1064,195,2.0,111,null,1.4,4732,"212011289",5712,8916,null,8.0,20,null,null,96.5,null,7.3,6227,2011,null
null,2699,null,4125,331,56.5,10045,25.1,"Brunswick",null,9461,2034,463,null,null,13.3,null,5618,2214,29,null,1012,null,8,null,323,9301,901,2501,93.6,4832,2914,49,3067,1398,null,297,15.4,null,6.4,4033,2124,76.2,7.8,null,null,null,72.8,4.0,24.7,6,2.3,null,31.3,56,2.4,null,2.7,19.5,null,1559,115,null,1426,2.0,0.3,74,9.4,null,574,55,5210,47.5,1495,1494,318,1.6,149,null,0.7,5108,"206011105",9308,12983,null,6.3,196,null,null,84.6,null,5.3,4298,2011,null
null,517,null,2165,170,31.8,2544,42.1,"Koo Wee Rup",null,1785,52,302,null,null,21.3,null,2433,1725,89,null,19,null,null,null,147,2324,41,654,86.4,2281,534,null,85,11,null,179,5.9,null,13.6,64,null,15.6,6.5,null,null,null,63.8,6.0,33.8,null,2.7,null,50.3,17,3.5,null,3.1,19.9,null,673,13,null,243,3.1,0.7,25,12.0,null,130,23,1785,19.8,47,883,84,2.0,45,null,1.1,1764,"212011290",2327,3180,null,9.0,17,null,null,94.1,null,7.3,2093,2011,null
null,null,null,null,null,88.6,41,39.3,"Flemington Racecourse",null,30,null,null,null,null,null,null,null,2312,null,null,15,null,null,null,null,32,3,null,89.3,25,21,null,32,null,null,null,14.8,null,10.7,22,3,null,4.3,null,null,null,84.3,null,null,null,2.1,null,7.1,null,null,null,null,25.7,null,null,null,null,9,null,null,null,4.3,null,null,null,null,60.7,9,1736,null,null,null,null,null,21,"206041120",32,59,null,null,null,null,null,85.2,null,5.7,21,2011,null
null,1082,null,2857,120,41.9,3544,29.8,"Flora Hill - Spring Gully",null,3214,183,117,null,null,18.2,null,2719,1420,15,null,28,null,null,null,271,3546,62,825,95.2,3182,595,17,496,77,null,355,12.2,null,4.8,115,null,25.2,6.3,null,null,null,65.5,6.0,31.6,null,2.4,null,40.1,48,2.2,null,2.9,25.7,null,753,29,null,661,3.2,0.5,3,11.8,null,184,13,2204,35.8,281,995,118,1.8,45,null,1.2,2179,"202011021",3539,4437,null,8.9,46,null,null,87.8,null,8.8,2861,2011,null
null,1300,null,4298,235,27.0,4040,35.7,"Numurkah",null,3278,54,719,null,null,18.9,null,4696,1267,62,null,null,null,3,null,246,4662,31,1487,92.2,3514,842,null,233,30,null,293,5.3,null,7.8,24,null,11.7,7.7,null,null,null,64.1,6.9,39.3,4,2.5,null,53.4,19,2.9,null,3.0,27.0,null,1113,71,null,526,3.7,1.1,65,12.4,null,315,43,3300,21.0,108,603,133,2.0,111,null,1.1,3259,"216021413",4653,5427,null,8.9,37,null,null,94.7,null,8.2,3245,2011,null
null,802,null,2121,98,23.2,2120,28.4,"Yarrawonga",null,1777,203,108,null,null,15.2,null,2705,1526,29,null,null,null,11,null,151,2697,9,960,91.7,1878,398,null,304,61,null,177,7.9,null,8.3,5,null,26.9,12.0,null,null,null,64.9,10.0,42.8,null,2.3,null,55.2,3,3.0,null,2.8,22.2,null,530,9,null,320,3.2,0.7,60,12.0,null,135,14,1869,25.1,47,861,86,1.9,41,null,0.9,1849,"216021414",2699,2608,null,8.3,25,null,null,92.1,null,7.0,1717,2011,null
null,1364,null,3703,162,30.2,3870,28.7,"Hamilton (Vic.)",null,3017,72,164,null,null,17.1,null,3757,1230,45,null,null,null,null,null,308,4129,28,1210,94.8,3444,615,8,303,38,null,250,5.8,null,5.2,18,null,30.0,6.7,null,null,null,67.3,9.6,42.5,null,2.3,null,50.3,15,3.0,null,2.9,27.6,null,855,12,null,516,2.7,0.8,47,12.2,null,298,24,2633,25.1,141,754,116,1.9,64,null,1.2,2615,"217011421",4125,4649,null,7.3,27,null,null,94.2,null,7.6,3111,2011,null
null,1358,null,1288,83,44.3,3863,22.4,"Armadale",null,3161,936,264,null,null,14.9,null,2702,2771,13,null,855,null,9,null,105,3811,230,1045,92.0,2422,826,17,1564,83,null,137,14.0,null,8.0,1363,283,34.8,8.4,null,null,null,69.9,4.7,31.1,null,2.1,null,41.0,21,1.7,null,2.7,20.1,null,687,19,null,412,2.1,0.6,17,9.6,null,194,20,2109,44.2,350,1567,87,1.8,43,null,0.5,2102,"206061135",3814,4805,null,7.9,79,null,null,86.0,null,6.1,2258,2011,null
null,1308,null,3783,180,31.5,3857,35.0,"Portland",null,3123,140,105,null,null,19.3,null,3622,1382,27,null,3,null,3,null,297,4223,30,1157,93.1,3523,804,7,278,49,null,416,9.2,null,6.9,30,3,19.3,8.1,null,null,null,64.1,7.0,34.3,null,2.3,null,47.9,16,2.6,null,2.9,25.2,null,928,24,null,698,3.8,0.2,17,11.9,null,202,29,2830,27.8,106,813,118,1.8,82,null,1.0,2814,"217011422",4221,4770,null,9.9,26,null,null,90.8,null,7.6,3197,2011,null
null,675,null,2401,112,24.1,2014,26.3,"Southern Grampians",null,1493,8,664,null,null,20.7,null,2710,1254,45,null,3,null,null,null,110,2444,36,811,94.3,1679,332,null,14,7,null,110,2.6,null,5.7,17,3,6.4,6.3,null,null,null,65.4,7.5,51.6,null,2.4,null,59.1,6,2.7,null,2.9,39.3,null,645,29,null,356,2.1,1.6,24,12.2,null,219,44,1748,17.8,30,429,72,2.0,57,null,1.0,1740,"217011423",2447,3128,null,7.3,12,null,null,97.4,null,6.6,1538,2011,null
null,681,null,2029,82,27.1,1705,27.1,"Corangamite - North",null,1519,15,388,null,null,19.5,null,2103,1159,36,null,3,null,3,null,109,2147,18,635,94.2,1438,283,null,69,10,null,133,3.5,null,5.8,15,null,26.6,8.2,null,null,null,64.5,9.0,46.9,null,2.4,null,53.1,6,3.7,null,3.0,32.3,null,494,17,null,260,3.3,1.3,26,14.0,null,177,34,1444,21.1,34,505,62,2.0,43,null,1.0,1427,"217031474",2142,2415,null,7.7,24,null,null,96.5,null,7.0,1315,2011,null
null,606,null,2543,130,29.0,2454,32.0,"Corangamite - South",null,1743,15,765,null,null,23.5,null,2949,1423,43,null,3,null,3,null,143,2619,40,799,92.7,1909,452,null,36,26,null,163,3.3,null,7.3,23,3,4.1,7.6,null,null,null,61.6,5.6,42.3,null,2.7,null,56.6,7,2.4,null,3.1,28.8,null,801,96,null,328,2.5,1.7,26,11.0,null,365,47,1986,21.8,51,551,75,2.1,85,null,1.0,1971,"217031475",2623,3669,null,6.3,17,null,null,96.7,null,6.4,1735,2011,null
null,1233,null,109,66,59.5,3991,20.2,"Fitzroy",null,3884,1470,267,null,null,10.3,null,1721,2461,3,null,66,null,3,null,90,3812,250,1037,94.0,1434,1248,28,2195,454,null,266,19.3,null,6.0,1148,815,315.6,13.2,null,null,null,71.4,3.1,16.3,null,2.1,null,25.0,44,2.7,null,2.6,19.6,null,423,46,null,434,3.0,0.4,46,7.9,null,1121,45,1979,60.4,625,1502,108,1.7,43,null,0.3,1954,"206071142",3823,4982,null,9.4,86,null,null,80.7,null,4.9,1286,2011,null
null,3138,null,2165,164,58.9,8531,22.0,"Prahran - Windsor",null,7459,1766,450,null,null,10.3,null,3732,2553,21,null,1350,null,9,null,310,8061,606,2122,93.6,4518,2418,46,4097,372,null,234,17.7,null,6.4,3195,1140,90.9,10.1,null,null,null,74.8,4.4,20.3,null,1.9,null,26.9,137,2.1,null,2.5,16.3,null,893,68,null,871,2.1,0.7,26,8.2,null,950,72,3777,55.0,1181,1604,206,1.5,109,null,0.4,3743,"206061136",8063,10571,null,7.7,156,null,null,82.3,null,4.4,4074,2011,null
