exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_2_p, households_by_type_census_lone_person_households_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_4_a, dwelling_structure_private_dwellings_census_separate_house_num, families_type_census_couple_families_non_dependent_children_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_nvr_mrrd_pc, method_travel_work_employed_persons_census_used_one_total_num, tenure_type_occupied_private_dwellings_census_owned_mortgage_pc, sa2_name_2016, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_3_p, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_nm, dwlng_strce_prvte_dwlngs_cns_smi_dtch_rw_trce_hse_twnhse_etc_nm, method_travel_work_employed_persons_census_worked_home_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_to_at_indqtly_dscrb_std_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_spre_nm, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_crd_chldchldrn_pc, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_edctn_ocptn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_mrrge_nm, rent_mortgage_payments_census_average_monthly_household_payment, method_travel_work_employed_persons_census_used_one_truck_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_dsvntg, method_travel_work_employed_persons_census_used_one_train_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_1_d, dwelling_structure_private_dwellings_census_stated_num, gftsdntns_rprtd_txpyrs_yr_endd_30_jne_prsns_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_pssngr_nm, households_by_type_census_total_households_num, method_travel_work_employed_persons_census_total_used_one, families_by_type_census_couple_families_without_children_num, hshld_strss_cnss_hshlds_mrtgge_rpymnts_lss_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsn_cns_ple_trvld_to_cr_drv_psngr_nm, scl_mrtl_st_rgstd_prsn_agd_15_yrs_cns_mrd_de_fcto_mrge_nm, method_travel_work_employed_persons_census_used_one_taxi_num, dwelling_structure_private_dwellings_census_flat_apartment_num, method_travel_work_employed_persons_census_used_one_bicycle_num, commuting_work_census_average_distance_to_place_kms, fmls_type_cnss_one_prnt_chldrn_15_andr_dpndnt_stdnts_nm, hshld_strss_cnss_hshlds_rnt_pymnts_grtr_eql_30pc_incme_pc, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_scre_nt_a, hshld_strss_cnss_hshlds_mrtgge_rpymnts_grtr_eql_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsns_cnss_pple_trvlld_to_pblc_trnsprt_nm, method_travel_work_employed_persons_census_used_one_tram_num, homelessness_census_homeless_rate_per_10000_persons_rate, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_sttd_pc, giftsdonations_reported_by_taxpayers_year_ended_30_june_median, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_dsvn, accss_intrnt_hme_occpd_prvte_dwllngs_cnss_accssd_dwllng_pc, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_prvde_pc, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_wdwd_pc, tenure_type_occupied_private_dwellings_census_owned_outright_pc, method_travel_work_employed_persons_census_used_one_ferry_num, households_by_type_census_average_household_size_no_of_persons, cmmtng_wrk_cnss_avrge_dstnce_plce_usl_rsdnce_kms, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_pc, method_travel_work_employed_persons_census_used_one_bus_num, tenure_type_occupied_private_dwellings_census_stated_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_extra_bdrms_ndd_nm, families_by_type_census_average_family_size_no_of_persons, unpd_wrk_prsns_agd_15_yrs_cnss_undrtkng_vlntry_orgnstn_grp_pc, commuting_work_census_median_distance_place_usual_residence_kms, fmls_type_cnss_cple_chldrn_15_andr_dpndnt_stdnts_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_mtr_bksctr_nm, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_ndd_spre_nm, method_travel_work_employed_persons_census_go_to_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_sprtd_pc, tenure_type_occupied_private_dwellings_census_tenure_type_pc, dwelling_structure_private_dwellings_census_other_dwelling_num, unpd_wrk_prsns_agd_15_yrs_cnss_prvdd_assstnce_prsn_a_dsblty_pc, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rsc_ir, method_travel_work_employed_persons_census_used_one_walked_num, method_travel_work_employed_persons_census_used_one_method_num, families_by_type_census_total_families_num, tenure_type_occupied_private_dwellings_census_rented_pc, households_by_type_census_group_households_num, rnt_mrtgge_pymnts_cnss_avrge_mnthly_hshld_rntl_pymnt, families_type_census_one_parent_non_dependent_children_num, count_children_family_census_average_number_of_all_in_num, method_travel_work_employed_persons_census_of_stated_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_advntg, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_and_pc, households_by_type_census_family_households_num, sa2_maincode_2016, dwelling_structure_private_dwellings_census_total_num, method_travel_work_employed_persons_census_total_employed_num, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_advn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_dvrcd_pc, families_by_type_census_other_families_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_acsd_dwlng_pc, commuting_work_census_median_distance_to_place_kms, hshld_strss_cnss_hshlds_rnt_pymnts_lss_30pc_incme_pc, sco_ecnmc_indxs_ars_sfa_stte_dcls_cnss_dcle_rnkng_indx_rsrcs_ir, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_pc, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_drvr_nm, yr, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_edctn_ocpt
21.6,528,14.6,2096,150,28.0,1978,39.0,"Mount Baw Baw Region",20.8,1512,20,358,3.3,1736,17.5,6,2330,1562,31,5,11,17.4,30,1129,88,2172,46,777,92.3,1803,462,null,14,8,21.1,125,3.0,25.6,7.7,54,null,6.6,9.9,100,6,80.1,62.7,4.9,44.7,null,2.5,30.5,54.8,9,3.1,47,2.9,28.9,20.0,496,13,264,324,3.3,0.7,21,13.4,7,115,27,1638,12.2,38,806,62,2.0,49,5,1.1,1605,"205011077",2181,2748,5,9.0,11,16.6,11.0,97.0,7,8.6,1673,2016,6
24.6,697,14.9,2675,155,29.3,2619,38.4,"Trafalgar (Vic.)",22.1,1917,64,263,2.7,2230,19.0,4,2836,1485,36,5,28,21.6,8,1626,131,2797,55,940,92.9,2440,615,null,44,4,17.3,204,6.3,16.7,7.1,67,null,13.5,9.8,85,5,80.5,60.1,5.6,39.6,null,2.5,26.0,52.7,13,2.2,53,2.9,24.2,20.4,674,3,339,436,3.5,0.7,null,12.6,6,118,22,2065,18.9,53,1001,87,2.0,62,4,1.3,2041,"205011078",2791,3434,5,8.8,13,16.7,10.2,93.7,6,9.8,2264,2016,5
22.7,1799,18.0,5970,353,30.2,6801,35.6,"Warragul",21.1,5288,326,472,2.7,5557,19.3,5,6887,1596,74,5,129,23.2,24,3963,442,6872,132,2102,94.0,6298,1210,17,510,24,16.8,537,7.8,15.0,6.0,251,3,20.9,8.4,100,5,81.7,62.8,6.3,38.7,null,2.5,22.5,51.8,30,2.9,135,3.0,24.8,6.2,1693,30,790,874,3.2,1.0,35,12.5,6,259,49,4975,21.8,160,1089,241,1.9,81,4,0.8,4915,"205011079",6865,8357,5,8.5,56,15.6,8.3,92.2,5,8.6,5753,2016,6
24.2,1768,9.6,5058,239,31.2,4715,29.1,"Bairnsdale",16.0,4285,317,204,4.2,4372,16.8,2,4668,1387,44,2,4,31.6,77,2480,295,5587,39,1661,94.7,4371,1144,9,107,66,15.1,468,11.6,18.7,5.3,37,null,78.0,12.9,75,3,74.2,62.5,8.8,36.3,null,2.3,9.7,46.8,18,4.5,90,2.8,22.5,3.9,1082,14,759,687,3.6,1.0,26,12.5,3,182,27,3729,29.0,137,1018,221,1.9,84,2,0.7,3686,"205021081",5585,5729,3,9.6,53,21.5,8.7,88.4,3,7.1,4044,2016,3
23.3,723,9.3,2735,162,27.5,2632,35.5,"Bruthen - Omeo",19.7,1878,25,343,2.5,2274,17.5,3,2938,1344,47,4,6,22.6,33,1188,133,2894,19,1087,93.1,2367,725,null,8,11,23.8,151,3.2,25.3,6.9,25,null,34.5,9.7,80,5,75.6,65.3,4.6,48.0,null,2.4,22.9,53.7,19,2.7,60,2.8,27.9,17.2,640,10,401,431,3.6,0.7,97,12.9,6,149,39,2148,12.9,63,805,90,1.9,48,3,0.7,2112,"205021082",2898,3479,4,10.6,20,21.8,11.1,96.8,6,6.9,2217,2016,4
21.1,1214,6.1,3551,178,24.0,2709,26.1,"Lakes Entrance",12.8,2605,122,205,3.7,3097,13.9,2,3584,1399,33,2,11,26.3,61,1401,174,3908,24,1432,94.0,2487,745,7,72,13,12.0,249,10.0,33.6,6.0,28,4,35.9,12.4,75,3,75.2,66.0,8.1,46.1,null,2.2,19.8,53.0,13,3.7,64,2.7,21.9,7.6,622,null,513,464,4.2,0.6,101,12.9,3,127,43,2616,23.5,95,974,122,1.8,50,2,0.7,2589,"205021084",3907,3452,2,10.7,21,21.1,4.7,90.0,3,7.1,2295,2016,3
17.7,972,5.3,2490,91,28.4,1635,23.3,"Orbost",11.6,1870,36,283,3.9,2067,14.1,3,2110,1218,28,1,3,28.8,35,642,74,2648,17,853,95.6,1329,511,null,60,29,27.9,150,6.0,36.7,4.4,17,null,56.3,11.2,70,2,68.0,67.2,7.6,51.6,null,2.1,27.6,48.1,8,3.8,36,2.7,29.6,4.3,413,9,383,310,4.0,1.2,36,12.5,2,218,27,1614,20.1,67,647,87,1.8,47,1,0.5,1610,"205021085",2657,2304,2,12.0,22,28.4,2.8,94.0,2,6.8,1239,2016,4
22.6,753,7.4,2306,86,19.5,1616,24.3,"Paynesville",14.4,1561,150,125,2.5,2203,12.2,4,2573,1409,20,4,4,24.8,13,961,86,2577,50,1135,95.9,1544,498,3,64,4,10.1,138,8.0,30.7,4.1,57,null,5.0,9.8,80,4,80.6,71.3,8.5,52.9,4,2.1,18.0,56.6,6,2.6,29,2.6,26.3,15.1,347,3,232,254,3.6,0.4,43,13.2,5,63,17,1783,19.9,74,1088,61,1.8,40,3,0.4,1751,"205021086",2576,2086,4,11.8,17,16.8,2.3,92.0,4,6.2,1403,2016,5
14.3,1147,6.0,3290,141,26.4,2436,29.0,"Foster",11.8,2309,45,545,3.2,2861,14.2,5,3106,1328,29,4,null,17.2,19,1733,108,3463,30,1216,93.3,2094,759,3,51,13,21.9,152,5.9,50.7,6.7,19,null,11.8,12.1,95,5,76.4,65.0,7.1,48.5,null,2.2,26.0,51.7,10,3.2,42,2.7,31.3,15.0,611,30,377,439,3.5,1.2,50,12.9,5,249,37,2247,18.1,87,782,102,1.9,55,4,1.0,2235,"205031087",3455,3508,4,11.3,23,20.5,10.3,94.1,5,7.8,1960,2016,5
11.9,28,6.9,48,null,22.9,19,20.4,"French Island",14.9,33,null,19,5.5,36,14.6,9,37,375,null,2,null,23.8,null,null,null,55,11,17,92.3,23,6,null,null,null,31.1,null,null,52.5,7.7,10,null,null,10.4,null,3,74.5,60.4,6.3,66.7,null,1.9,18.0,50.0,null,5.5,null,2.9,47.9,null,9,null,7,null,4.2,null,6,16.7,2,null,null,29,7.4,null,null,null,2.3,null,4,null,25,"205031088",54,50,4,17.7,null,21.8,null,100.0,2,11.5,17,2016,9
23.7,895,11.4,3169,179,28.0,2998,38.9,"Korumburra",21.8,2383,107,422,2.6,2708,18.5,3,3360,1501,55,3,3,24.2,18,1631,165,3338,40,1107,91.3,2763,707,null,18,3,17.4,215,6.8,19.1,8.7,34,null,39.7,9.1,60,4,79.4,63.2,6.4,39.4,null,2.5,28.3,52.6,14,2.8,77,2.9,26.6,16.3,792,20,391,491,3.3,0.9,22,12.7,6,150,27,2455,18.1,50,874,128,1.9,65,3,0.8,2392,"205031089",3334,4012,4,9.8,22,18.2,7.2,93.2,5,8.5,2568,2016,4
24.2,1109,13.2,3767,189,27.6,3655,33.8,"Leongatha",21.0,2805,90,472,2.8,3245,19.5,4,4036,1482,36,5,10,24.0,17,2323,183,4066,41,1293,93.3,3257,810,null,184,16,19.4,276,6.5,17.7,6.7,52,null,11.3,9.6,72,5,79.2,61.5,7.0,42.6,null,2.4,19.7,53.3,18,2.9,63,2.9,30.0,7.1,991,28,523,566,3.1,0.8,10,12.9,6,282,33,2893,19.8,83,949,120,2.0,59,4,0.8,2874,"205031090",4068,4781,4,9.0,25,18.1,10.9,93.5,6,8.7,3041,2016,5
12.0,1322,4.7,3646,124,25.8,3103,29.6,"Phillip Island",7.7,2813,314,257,3.2,3332,17.7,5,3551,1498,34,4,17,11.6,22,1860,162,4099,32,1345,92.4,2834,805,3,97,38,15.8,315,11.4,63.8,7.6,51,3,9.9,9.0,75,4,81.1,64.2,7.1,41.4,null,2.2,25.2,51.4,20,3.2,56,2.7,23.1,7.0,765,19,463,601,4.5,0.8,14,12.6,4,146,22,2713,25.0,99,1114,136,1.8,59,3,0.9,2676,"205031091",4093,4049,4,11.2,21,15.7,5.7,88.6,4,8.2,2648,2016,5
null,null,null,6,null,null,null,null,"Wilsons Promontory",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100.0,null,null,null,null,null,58.3,null,null,100.0,null,null,null,null,null,null,null,100.0,null,null,null,null,null,52.7,null,null,null,null,null,null,48.6,null,null,null,null,null,null,null,null,null,null,null,null,100.0,null,1384,null,null,null,null,null,null,"205031092",6,null,null,null,null,null,47.5,100.0,null,null,null,2016,null
18.6,3011,7.1,8312,344,27.4,6457,27.4,"Wonthaggi - Inverloch",12.6,6579,400,610,2.9,7237,16.3,3,7609,1494,61,3,14,23.5,41,4510,330,9013,63,2866,93.1,5935,1733,3,98,59,18.6,627,10.7,38.2,6.9,85,5,15.7,10.4,64,3,75.8,64.7,7.9,43.7,null,2.2,25.6,49.1,32,3.0,130,2.8,23.5,12.3,1555,14,1153,1128,3.9,0.6,158,12.8,3,331,50,5796,25.3,263,1034,318,1.9,145,2,0.8,5736,"205031093",9009,8395,3,11.7,68,21.2,9.1,89.3,3,7.8,5550,2016,4
22.3,711,27.6,3456,184,32.3,4797,42.2,"Alfredton",23.5,2983,185,189,1.7,3189,26.6,6,4256,1716,18,7,71,15.1,23,2939,318,3886,88,1031,93.6,4621,811,8,224,38,12.4,373,8.0,11.5,6.4,157,null,2.6,5.7,75,7,88.7,59.0,3.8,29.8,null,2.8,15.2,53.3,32,1.5,48,3.2,23.7,6.1,1375,8,425,635,3.4,0.3,null,12.5,8,65,19,3086,26.1,120,1335,107,2.0,44,6,1.1,3055,"201011001",3888,5747,7,7.3,27,9.8,7.4,92.0,7,7.6,4222,2016,7
24.2,893,14.7,3956,285,32.5,3919,38.4,"Churchill",21.9,2991,21,217,2.9,3264,17.8,3,4188,1448,37,4,13,22.2,30,2858,201,4070,45,1317,94.4,3737,864,null,59,9,23.0,331,6.2,16.9,5.6,64,null,18.1,9.2,60,4,84.3,63.2,4.2,40.5,null,2.5,22.0,51.5,32,2.9,72,2.9,24.2,15.1,988,16,455,619,3.3,0.5,6,13.0,5,94,22,3106,17.7,111,860,146,1.8,63,3,1.1,3075,"205041094",4072,4857,4,8.5,34,12.9,16.7,93.8,5,8.7,3501,2016,4
21.9,2410,6.8,5665,355,35.0,5003,29.5,"Moe - Newborough",14.9,5783,804,125,3.8,4985,16.5,1,4945,1196,33,1,51,37.7,13,3860,316,6781,77,1712,96.0,4753,1294,15,267,24,16.5,657,11.0,18.7,4.0,144,null,24.1,9.8,74,1,71.8,64.9,8.1,36.5,4,2.2,20.7,41.3,50,3.7,141,2.8,18.4,15.0,1118,15,1209,790,4.5,0.8,26,12.8,1,96,17,4240,29.5,180,786,337,1.8,98,1,0.8,4184,"205041095",6775,6085,1,11.1,53,24.3,6.1,89.0,1,8.0,4383,2016,1
20.3,2136,5.5,4786,268,37.3,3716,26.1,"Morwell",11.7,4945,350,80,3.9,4238,14.1,1,3703,1064,32,1,42,41.7,16,2780,253,5613,61,1363,96.0,3469,1058,9,452,21,20.9,586,13.3,20.8,4.0,114,null,79.8,12.7,60,1,69.7,65.3,8.6,35.6,null,2.1,14.4,37.7,42,4.3,155,2.8,15.4,5.4,783,11,852,544,4.9,0.5,9,11.8,1,116,24,3350,33.5,176,792,278,1.8,70,1,0.8,3305,"205041096",5613,4472,1,11.6,52,26.5,13.9,86.7,1,7.3,3171,2016,1
23.3,2985,14.9,8743,468,33.7,10018,37.6,"Traralgon",20.1,7624,536,280,2.8,8013,20.4,3,8666,1490,46,4,37,24.5,41,7013,583,10058,114,2736,94.8,9522,2179,26,677,53,18.5,882,8.9,17.2,5.2,197,4,22.0,10.0,60,4,81.4,60.3,6.4,32.5,3,2.4,14.5,46.7,83,2.8,130,2.9,19.4,5.8,2357,25,1331,1389,4.0,0.6,65,11.6,4,260,58,6866,26.5,284,1042,332,1.9,109,3,1.0,6793,"205041097",10062,11911,4,9.2,79,15.9,6.6,91.1,3,8.4,8833,2016,4
25.1,357,14.9,1621,123,33.8,1716,46.9,"Yallourn North - Glengarry",25.4,1172,null,74,2.1,1309,21.2,1,1629,1435,26,4,3,20.8,7,1195,67,1632,13,497,92.8,1641,446,null,null,3,16.8,113,3.4,13.8,7.2,20,null,null,8.0,80,5,82.9,60.4,4.3,38.8,null,2.6,24.3,50.6,6,2.3,30,3.0,21.6,17.8,442,6,204,268,3.5,0.6,null,12.8,6,30,7,1252,11.2,38,878,48,1.8,18,3,1.2,1236,"205041098",1628,2088,4,7.9,11,14.8,11.1,96.6,6,9.3,1563,2016,2
null,null,null,7,null,30.4,null,null,"Alps - West",null,7,null,null,null,10,13.0,8,null,null,null,null,null,null,null,null,null,null,null,null,100.0,null,null,null,null,null,53.8,null,null,100.0,null,null,null,null,null,null,null,71.4,69.6,null,57.1,null,null,41.7,26.1,null,null,null,null,47.8,15.6,null,null,null,null,null,null,null,null,null,null,null,null,42.9,null,null,null,null,null,null,null,null,"205051099",7,null,null,47.8,null,42.9,15.9,100.0,null,null,null,2016,9
11.6,497,5.4,1599,66,25.3,1272,36.2,"Longford - Loch Sport",8.8,1068,null,141,3.3,1336,15.5,3,1597,1415,12,3,5,13.3,9,674,71,1621,19,581,93.9,1116,281,null,4,9,38.4,66,3.7,61.0,6.1,13,null,11.7,12.3,80,4,78.7,64.3,4.5,47.7,null,2.3,24.6,54.7,8,3.5,26,2.8,24.9,11.8,325,14,167,200,4.4,0.7,9,13.5,6,102,31,1086,12.0,46,807,37,1.9,43,3,0.7,1073,"205051100",1621,1670,4,10.9,null,18.0,19.9,96.3,6,7.3,1028,2016,4
23.3,1425,12.0,5020,296,29.5,4683,37.4,"Maffra",20.4,3681,27,450,2.5,4133,18.6,3,4909,1362,64,4,12,24.6,33,2936,248,5174,51,1651,94.0,4229,1149,4,56,31,15.9,348,5.8,19.7,6.0,48,null,10.5,9.3,90,4,78.2,62.7,6.7,40.0,3,2.4,22.1,51.2,27,2.7,87,2.9,26.8,17.5,1180,45,675,791,3.6,0.8,28,12.2,5,248,64,3676,19.0,102,853,155,2.0,92,3,0.9,3642,"205051101",5164,6065,4,9.1,46,19.4,7.3,94.2,5,8.6,3940,2016,4
24.1,318,13.6,1405,98,34.8,1378,38.9,"Rosedale",26.9,964,null,221,2.7,1135,16.6,3,1528,1531,22,5,null,20.4,14,796,50,1426,23,487,93.3,1226,337,null,null,3,23.2,64,3.6,14.8,6.7,13,null,21.6,27.3,75,5,81.3,48.4,4.0,37.9,null,2.5,22.8,50.2,3,3.3,29,2.9,18.4,21.8,372,32,179,198,3.3,1.4,10,10.0,7,97,14,1089,18.5,34,668,49,1.9,31,4,0.5,1074,"205051102",1429,1848,5,7.5,19,16.1,15.2,96.4,7,7.1,1153,2016,4
22.8,1772,14.1,4784,221,31.6,5173,30.7,"Sale",16.8,4301,474,144,3.0,4501,19.2,4,4718,1424,21,3,4,27.0,10,3229,386,5624,46,1505,96.0,4672,1052,15,322,103,17.8,469,10.7,19.4,4.0,41,null,24.3,9.7,100,4,78.4,62.1,7.6,33.4,null,2.3,13.4,47.7,21,2.8,86,2.9,22.5,3.2,1272,14,714,715,3.7,0.7,38,12.3,3,275,82,3707,32.4,178,1075,193,1.8,72,3,1.2,3677,"205051103",5628,6155,4,9.3,54,18.6,4.5,89.3,3,7.7,4251,2016,5
19.8,729,7.0,2050,102,29.8,1546,27.5,"Yarram",15.4,1546,45,296,2.9,1792,14.0,2,1845,1362,20,2,4,27.8,6,729,76,2174,7,742,94.1,1337,493,null,15,12,18.1,119,5.9,30.0,5.9,10,null,5.8,11.6,100,3,72.5,67.2,7.6,47.5,null,2.2,24.0,47.6,5,3.2,32,2.7,27.0,10.3,353,28,252,255,3.7,0.5,56,12.6,4,119,30,1400,21.1,59,731,66,1.8,36,2,0.5,1385,"205051104",2172,2144,2,11.5,15,24.5,7.1,94.1,3,6.6,1252,2016,3
25.6,1380,23.5,7098,654,34.0,9216,47.0,"Mooroolbark",24.1,6554,318,382,2.0,5717,22.0,5,8122,1844,90,7,582,16.4,25,5064,439,7463,424,1958,90.4,8642,1617,6,15,13,9.5,620,7.1,10.4,9.6,1001,null,36.1,5.6,75,7,88.4,62.2,4.3,31.9,4,2.8,17.5,50.3,48,2.1,243,3.1,19.1,12.3,2343,28,1049,1085,3.2,0.4,null,12.3,8,70,26,6063,18.7,180,1466,394,1.9,66,6,1.1,5896,"211051281",7456,11182,6,8.3,81,9.7,4.8,92.9,8,9.1,7912,2016,6
17.3,695,32.4,3378,255,30.5,3695,51.1,"Mount Dandenong - Olinda",26.0,2403,33,393,2.0,2737,20.2,9,3744,1916,29,9,143,8.6,35,2163,150,3460,271,1139,90.3,3556,932,null,null,11,10.7,177,3.8,15.7,9.7,422,3,13.8,6.8,120,9,91.1,62.7,3.2,36.8,4,2.6,22.1,54.0,23,1.8,72,3.0,27.8,19.8,1021,25,448,536,2.8,0.5,6,14.5,9,77,31,2740,9.8,77,1427,131,1.8,48,9,1.4,2688,"211051282",3452,4940,9,9.5,14,6.8,6.5,96.2,10,8.9,3196,2016,9
27.9,1524,12.3,5649,410,34.7,5735,46.8,"Yarra Valley",21.6,4873,50,374,2.9,4291,20.2,3,5118,1538,95,4,31,21.4,26,3203,248,5876,184,1626,88.3,5489,1628,4,45,12,14.1,516,6.8,16.8,11.7,224,null,25.2,8.9,60,4,80.8,61.5,4.9,34.3,null,2.5,28.2,44.4,50,3.4,170,3.0,20.5,26.4,1421,20,1030,825,4.3,0.8,107,12.9,6,132,38,4293,14.8,160,1110,288,1.9,136,3,1.0,4192,"211051286",5877,7249,3,11.7,37,16.3,8.4,93.2,5,8.4,5088,2016,4
21.3,650,29.9,3694,290,33.4,5851,55.1,"Beaconsfield - Officer",27.3,3431,477,298,1.8,3454,26.6,6,5058,2004,64,9,312,10.4,9,2985,313,4231,225,1076,89.1,5503,945,4,null,9,14.8,327,6.1,11.1,10.9,522,null,18.7,5.1,75,9,91.3,60.5,2.2,22.1,null,2.9,23.3,54.0,22,1.7,80,3.2,18.5,19.6,1691,10,496,614,3.3,0.5,47,10.5,9,72,31,3561,20.6,95,1529,149,1.9,65,8,0.7,3483,"212011287",4227,7053,8,7.2,41,6.9,9.1,93.9,10,6.9,5012,2016,7
23.5,527,19.5,2666,246,30.9,3251,46.1,"Bunyip - Garfield",26.1,2254,86,359,2.3,2185,20.2,4,3302,1867,104,7,87,17.3,13,1714,132,2822,85,871,90.7,2988,636,null,49,3,17.2,152,4.0,14.0,9.3,160,4,30.8,8.7,80,7,83.7,61.7,4.3,36.0,null,2.8,29.6,53.7,5,2.9,69,3.2,24.1,23.9,890,13,391,428,2.6,1.3,7,12.2,9,96,18,2280,13.9,58,1083,97,2.1,67,6,1.0,2241,"212011288",2821,4191,6,8.3,25,14.0,11.6,96.0,9,8.5,2784,2016,5
21.6,907,27.4,5723,512,31.6,7312,54.9,"Emerald - Cockatoo",26.9,4469,3,579,1.9,4425,23.2,6,6810,1872,116,8,90,11.6,30,3524,309,5774,205,1682,89.2,7034,1498,4,12,6,11.2,381,3.3,12.6,10.8,285,null,9.1,7.6,90,8,90.0,59.8,3.4,33.0,null,2.9,26.7,53.6,27,2.3,115,3.2,23.6,26.2,2049,22,838,911,3.2,0.5,10,11.9,9,136,41,4882,9.3,105,1356,236,1.9,99,7,1.1,4757,"212011289",5778,9111,7,8.1,24,8.1,5.5,96.7,10,8.4,6550,2016,7
13.3,859,26.6,155,67,50.3,2389,17.9,"East Melbourne",26.3,1734,389,223,1.3,1155,7.9,10,1303,2537,null,10,138,6.9,6,1389,60,2173,126,749,96.2,901,646,18,1618,106,19.3,39,14.9,26.7,3.8,660,359,77.5,12.1,250,10,92.8,72.3,4.0,25.8,null,1.9,7.7,36.1,44,1.4,64,2.4,26.2,2.9,192,10,852,259,2.0,0.8,3,9.4,5,815,25,1107,54.4,211,2152,26,1.4,32,10,0.1,1097,"206041119",2171,3031,10,7.5,29,5.7,14.0,85.1,5,7.7,800,2016,10
25.1,524,11.8,2422,204,32.7,2751,44.1,"Koo Wee Rup",27.1,1947,41,312,3.4,1934,21.6,2,2618,1777,80,4,11,22.2,8,1396,139,2487,45,725,89.2,2561,672,null,5,9,20.7,188,6.5,14.2,10.8,46,null,10.9,10.7,68,5,79.0,59.0,5.1,32.3,null,2.7,27.3,50.5,3,3.4,46,3.1,19.9,24.5,760,14,375,380,3.1,0.5,8,10.8,8,90,16,1966,19.5,41,1075,84,1.9,55,4,0.8,1925,"212011290",2484,3541,4,8.7,22,17.7,15.6,93.5,7,8.1,2383,2016,2
25.9,531,24.0,3365,445,31.9,4554,45.1,"Endeavour Hills - North",23.2,3641,335,183,2.5,2702,19.4,4,4758,1754,56,5,129,16.5,5,2473,238,3713,208,927,89.2,4432,550,11,null,5,10.2,276,6.2,10.4,10.8,343,null,11.8,5.7,100,5,87.3,67.8,4.6,34.2,null,3.1,17.0,54.0,32,2.6,160,3.2,15.5,13.7,1339,6,609,400,2.6,0.4,null,12.4,7,27,25,3247,17.9,69,1356,212,1.9,45,5,0.6,3108,"212021453",3705,5384,5,6.9,43,10.2,6.3,93.8,7,6.5,4026,2016,5
7.5,12,25.0,null,null,59.7,32,40.9,"Flemington Racecourse",12.5,25,null,null,null,15,10.4,10,8,2100,null,10,10,null,null,null,null,22,null,null,100.0,13,6,null,23,null,20.1,null,null,45.0,null,10,null,132.7,45.5,null,10,95.5,51.9,null,null,null,2.0,5.4,26.0,null,null,null,null,19.5,4.6,null,null,null,3,null,null,null,null,2,4,null,null,59.1,null,1492,null,2.0,null,10,null,11,"206041120",23,38,10,13.0,null,13.6,12.8,100.0,2,null,12,2016,10
