exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_2_p, households_by_type_census_lone_person_households_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_4_a, dwelling_structure_private_dwellings_census_separate_house_num, families_type_census_couple_families_non_dependent_children_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_nvr_mrrd_pc, method_travel_work_employed_persons_census_used_one_total_num, tenure_type_occupied_private_dwellings_census_owned_mortgage_pc, sa2_name_2016, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_3_p, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_nm, dwlng_strce_prvte_dwlngs_cns_smi_dtch_rw_trce_hse_twnhse_etc_nm, method_travel_work_employed_persons_census_worked_home_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_to_at_indqtly_dscrb_std_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_spre_nm, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_crd_chldchldrn_pc, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_edctn_ocptn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_mrrge_nm, rent_mortgage_payments_census_average_monthly_household_payment, method_travel_work_employed_persons_census_used_one_truck_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_dsvntg, method_travel_work_employed_persons_census_used_one_train_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_1_d, dwelling_structure_private_dwellings_census_stated_num, gftsdntns_rprtd_txpyrs_yr_endd_30_jne_prsns_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_pssngr_nm, households_by_type_census_total_households_num, method_travel_work_employed_persons_census_total_used_one, families_by_type_census_couple_families_without_children_num, hshld_strss_cnss_hshlds_mrtgge_rpymnts_lss_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsn_cns_ple_trvld_to_cr_drv_psngr_nm, scl_mrtl_st_rgstd_prsn_agd_15_yrs_cns_mrd_de_fcto_mrge_nm, method_travel_work_employed_persons_census_used_one_taxi_num, dwelling_structure_private_dwellings_census_flat_apartment_num, method_travel_work_employed_persons_census_used_one_bicycle_num, commuting_work_census_average_distance_to_place_kms, fmls_type_cnss_one_prnt_chldrn_15_andr_dpndnt_stdnts_nm, hshld_strss_cnss_hshlds_rnt_pymnts_grtr_eql_30pc_incme_pc, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_scre_nt_a, hshld_strss_cnss_hshlds_mrtgge_rpymnts_grtr_eql_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsns_cnss_pple_trvlld_to_pblc_trnsprt_nm, method_travel_work_employed_persons_census_used_one_tram_num, homelessness_census_homeless_rate_per_10000_persons_rate, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_sttd_pc, giftsdonations_reported_by_taxpayers_year_ended_30_june_median, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_dsvn, accss_intrnt_hme_occpd_prvte_dwllngs_cnss_accssd_dwllng_pc, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_prvde_pc, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_wdwd_pc, tenure_type_occupied_private_dwellings_census_owned_outright_pc, method_travel_work_employed_persons_census_used_one_ferry_num, households_by_type_census_average_household_size_no_of_persons, cmmtng_wrk_cnss_avrge_dstnce_plce_usl_rsdnce_kms, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_pc, method_travel_work_employed_persons_census_used_one_bus_num, tenure_type_occupied_private_dwellings_census_stated_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_extra_bdrms_ndd_nm, families_by_type_census_average_family_size_no_of_persons, unpd_wrk_prsns_agd_15_yrs_cnss_undrtkng_vlntry_orgnstn_grp_pc, commuting_work_census_median_distance_place_usual_residence_kms, fmls_type_cnss_cple_chldrn_15_andr_dpndnt_stdnts_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_mtr_bksctr_nm, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_ndd_spre_nm, method_travel_work_employed_persons_census_go_to_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_sprtd_pc, tenure_type_occupied_private_dwellings_census_tenure_type_pc, dwelling_structure_private_dwellings_census_other_dwelling_num, unpd_wrk_prsns_agd_15_yrs_cnss_prvdd_assstnce_prsn_a_dsblty_pc, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rsc_ir, method_travel_work_employed_persons_census_used_one_walked_num, method_travel_work_employed_persons_census_used_one_method_num, families_by_type_census_total_families_num, tenure_type_occupied_private_dwellings_census_rented_pc, households_by_type_census_group_households_num, rnt_mrtgge_pymnts_cnss_avrge_mnthly_hshld_rntl_pymnt, families_type_census_one_parent_non_dependent_children_num, count_children_family_census_average_number_of_all_in_num, method_travel_work_employed_persons_census_of_stated_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_advntg, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_and_pc, households_by_type_census_family_households_num, sa2_maincode_2016, dwelling_structure_private_dwellings_census_total_num, method_travel_work_employed_persons_census_total_employed_num, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_advn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_dvrcd_pc, families_by_type_census_other_families_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_acsd_dwlng_pc, commuting_work_census_median_distance_to_place_kms, hshld_strss_cnss_hshlds_rnt_pymnts_lss_30pc_incme_pc, sco_ecnmc_indxs_ars_sfa_stte_dcls_cnss_dcle_rnkng_indx_rsrcs_ir, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_pc, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_drvr_nm, yr, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_edctn_ocpt
16.2,1200,42.0,6851,768,30.0,9482,46.9,"Eltham",24.4,5976,350,694,1.5,6065,23.1,9,9654,2140,75,10,813,8.7,17,5747,369,7628,581,1993,92.1,8597,1320,12,401,64,10.1,468,3.4,8.8,7.9,1425,4,14.8,4.6,120,10,92.7,61.9,3.7,39.7,3,2.9,17.1,57.2,77,1.7,96,3.2,24.5,16.2,2857,47,1014,1241,2.2,0.6,3,13.5,10,164,59,6412,11.1,94,1637,281,1.9,72,10,1.0,6335,"209031209",7622,12071,9,6.9,48,5.8,5.7,96.6,10,9.4,7796,2016,9
20.6,197,33.6,1122,114,34.9,1479,53.4,"Hurstbridge",26.0,951,31,98,1.6,829,22.6,7,1268,1968,21,9,127,10.8,null,832,55,1155,60,296,88.6,1341,334,null,null,3,10.0,89,3.5,9.5,11.4,191,null,null,5.0,100,9,91.7,61.6,3.4,35.0,null,2.9,21.9,51.0,5,1.4,21,3.2,26.0,21.5,419,3,219,186,3.0,0.3,null,14.0,9,18,9,965,10.1,14,1412,49,1.9,10,8,1.6,945,"209031210",1153,1840,8,7.5,8,6.9,6.1,96.5,9,9.0,1239,2016,8
24.3,269,18.1,1268,107,35.4,1424,55.8,"Kinglake",26.8,930,4,134,2.3,1002,21.7,5,1301,1751,21,6,12,12.4,3,694,58,1300,52,392,85.8,1378,439,null,7,null,17.1,66,3.4,18.8,14.2,57,null,35.1,10.2,100,7,87.1,60.3,2.2,32.0,null,2.7,35.9,49.1,7,2.5,24,3.1,24.6,40.4,391,6,181,228,3.8,1.1,10,12.9,9,28,12,1018,8.7,21,1163,49,2.0,19,6,0.8,1010,"209031211",1292,1847,6,9.6,13,10.4,8.6,96.6,9,7.2,1272,2016,6
16.5,252,34.8,1599,190,33.2,1983,47.3,"Panton Hill - St Andrews",25.8,1325,null,277,1.8,1185,19.0,8,1997,2127,38,10,64,8.2,13,1033,91,1628,104,498,89.7,1906,389,null,3,3,12.1,93,2.3,14.6,10.3,171,null,18.0,9.3,110,10,90.2,60.5,3.2,41.8,null,2.9,25.3,54.3,7,1.6,43,3.1,29.2,24.9,528,3,259,272,2.4,0.9,6,14.4,10,36,14,1381,8.1,26,942,58,1.9,25,9,0.9,1342,"209031212",1621,2657,9,7.0,6,7.6,6.1,97.7,10,10.3,1714,2016,8
21.4,1682,26.4,2292,258,34.9,5361,31.3,"Mentone",20.4,4177,1924,336,1.9,3492,18.9,8,4607,2166,35,8,674,17.9,21,2966,207,5266,302,1368,93.5,4477,1032,10,992,56,12.3,314,13.0,14.0,6.5,1039,null,14.3,6.4,120,8,85.5,66.8,5.6,31.6,null,2.3,13.4,46.8,86,2.1,134,2.9,20.1,12.8,1263,34,1367,564,3.4,0.6,25,11.8,6,140,36,3473,34.6,150,1616,211,1.7,45,8,0.6,3437,"208031190",5254,6605,8,9.4,61,12.5,8.5,87.0,6,7.4,4080,2016,9
19.4,714,29.6,2470,187,33.2,3402,38.6,"Moorabbin - Heatherton",19.2,2552,314,181,2.4,2139,22.8,8,3126,2187,23,7,300,18.0,8,1729,164,3125,254,770,90.4,2993,638,10,326,41,18.0,209,10.7,13.7,9.6,591,3,56.1,8.0,110,7,85.3,62.8,5.8,31.0,null,2.6,12.1,49.4,52,2.5,92,3.0,16.6,10.7,969,19,694,354,2.8,0.6,9,11.2,7,110,19,2361,27.4,105,1682,172,1.7,41,8,0.8,2307,"208031191",3127,4229,8,8.8,42,12.3,13.5,89.3,7,5.6,2665,2016,8
17.9,336,40.8,2726,361,30.2,4006,49.1,"Plenty - Yarrambat",25.3,2369,70,261,1.5,2363,23.1,7,4145,2227,62,10,225,7.8,12,2178,202,2895,236,795,90.4,3763,471,3,85,20,11.0,134,2.1,8.1,9.6,472,3,14.1,5.3,110,10,91.4,61.8,3.7,40.5,null,3.1,17.2,59.4,23,1.8,35,3.3,19.5,14.9,1201,9,338,460,1.8,1.3,null,12.2,10,38,31,2599,7.3,29,1711,91,1.9,49,9,0.8,2527,"209031213",2893,5004,9,4.9,26,6.8,6.9,97.9,10,9.1,3391,2016,8
14.2,263,45.6,2067,194,31.5,2653,51.1,"Research - North Warrandyte",24.5,1577,20,307,2.0,1666,24.8,9,2728,2324,30,10,91,5.6,3,1482,118,2100,144,611,91.1,2509,513,null,3,13,10.2,100,2.3,9.8,8.9,263,null,6.1,6.1,150,10,93.6,59.2,2.7,38.8,null,3.0,20.0,57.4,51,1.9,26,3.2,28.8,19.0,871,17,260,339,2.0,0.7,null,12.5,10,47,20,1853,7.2,27,1674,65,2.0,24,10,1.1,1812,"209031214",2093,3467,10,6.4,16,4.8,5.6,97.7,10,8.9,2270,2016,9
19.5,2120,31.4,3593,382,33.2,8264,38.4,"Mordialloc - Parkdale",19.1,5860,2942,523,2.3,5315,23.0,9,7099,2197,39,9,1005,17.1,36,4469,293,7504,369,1789,93.1,6981,1559,11,894,120,12.9,460,9.2,13.0,6.9,1401,3,35.3,6.0,131,9,85.9,62.6,5.5,32.4,3,2.5,14.2,48.9,63,2.4,150,3.1,21.3,12.8,2267,27,1615,957,3.2,0.5,29,12.2,8,181,36,5260,26.2,187,1614,298,1.8,57,8,1.0,5194,"208031193",7494,10168,9,9.3,75,11.8,9.2,90.8,7,7.3,6475,2016,9
24.0,623,22.4,3197,259,34.0,3547,33.2,"Bundoora - East",22.8,3235,148,121,2.5,2579,19.7,6,3838,1849,24,6,205,20.2,4,2053,216,3383,265,956,92.3,3233,508,9,35,20,12.7,207,7.9,10.6,7.7,591,85,24.7,6.2,100,6,84.5,66.3,5.9,43.1,null,2.8,14.7,51.6,51,2.9,95,3.0,15.6,12.2,989,18,532,420,2.4,0.3,5,12.4,6,30,17,2660,20.6,180,1486,194,1.8,44,6,0.5,2590,"209011196",3389,4408,6,6.1,46,13.1,9.0,92.1,6,7.4,2870,2016,6
20.6,1537,31.9,6212,635,30.5,8302,41.4,"Greensborough",23.0,5849,992,425,2.0,5631,21.8,7,8269,1977,67,9,832,15.2,15,5077,328,7338,554,1975,92.6,7439,1286,12,119,46,10.3,497,6.0,9.3,7.4,1430,7,10.5,4.9,100,9,88.2,63.8,5.0,38.4,null,2.7,16.4,53.9,89,2.0,101,3.1,20.1,15.1,2266,28,1196,1075,2.9,0.7,3,13.3,8,140,36,5760,17.5,131,1506,313,1.8,80,8,0.9,5674,"209011197",7341,10436,8,7.7,77,9.8,6.6,94.0,8,8.6,6727,2016,8
15.3,2319,35.2,3160,288,37.9,8246,26.5,"Malvern - Glen Iris",22.9,6399,1466,617,1.9,5106,19.5,10,7114,2796,14,10,1490,10.9,32,5035,246,7761,513,2032,94.8,5738,1401,23,3045,206,14.2,350,10.9,15.8,5.2,2448,450,24.2,6.8,250,10,89.7,66.2,5.1,34.6,4,2.4,9.9,48.5,25,2.1,214,3.0,24.9,8.7,2069,44,1997,798,1.8,1.2,59,10.7,8,385,51,5062,35.5,427,1850,200,1.9,86,10,0.6,5025,"208041194",7762,10262,10,6.6,127,8.4,8.8,89.1,8,7.0,5316,2016,10
14.6,1146,37.3,2553,266,37.2,4737,31.2,"Ivanhoe",21.8,3694,894,316,1.9,2984,20.1,9,4202,2413,10,10,933,13.1,23,2896,180,4321,335,1054,94.6,3417,870,15,833,136,11.3,208,9.5,13.1,5.4,1359,11,12.4,5.2,180,9,88.2,67.2,4.4,36.3,null,2.5,10.3,49.4,118,2.0,103,3.0,23.1,9.6,1279,33,992,571,2.2,0.5,12,13.1,8,215,29,3038,30.0,185,1691,174,1.8,35,10,0.5,2994,"209011200",4315,5994,9,6.8,64,9.8,7.8,90.5,8,6.9,3066,2016,10
20.0,1445,32.3,5581,452,30.5,6967,36.6,"Viewbank - Yallambie",20.9,5090,965,311,2.1,5149,22.6,8,7282,2016,32,8,917,17.0,8,4223,266,6575,593,1739,93.6,5868,1102,8,11,74,11.0,427,6.0,9.8,6.4,1541,3,31.0,5.5,105,9,85.7,63.3,5.7,39.8,3,2.6,14.0,53.7,73,2.3,112,3.0,20.5,13.4,2099,36,917,822,2.5,0.8,6,13.0,8,271,54,5067,20.4,154,1517,305,1.8,51,8,0.7,4977,"209011203",6571,8747,8,7.5,56,12.1,5.1,94.0,8,7.9,5228,2016,8
23.2,851,19.9,2022,192,33.0,2969,30.4,"Airport West",17.9,2586,895,105,2.7,2319,18.9,6,2683,1939,11,6,142,24.7,20,2015,149,3005,212,775,93.9,2705,559,10,54,19,15.4,164,8.3,14.6,6.1,455,90,17.4,8.3,100,6,78.0,65.9,7.7,40.5,null,2.3,12.2,46.6,21,3.2,76,2.8,12.6,11.5,683,10,460,296,3.3,0.4,10,12.1,5,41,22,2089,25.6,96,1517,211,1.7,37,6,0.3,2060,"210011226",3001,3608,6,9.5,64,19.0,11.4,91.7,5,6.6,2443,2016,6
24.1,299,29.2,2789,194,30.8,4187,62.6,"Craigieburn - North",26.4,2752,285,118,2.3,2170,32.3,4,4373,1935,42,4,278,10.6,null,2446,245,3133,296,542,81.6,3921,513,15,56,8,12.0,335,8.8,9.6,18.4,576,null,21.7,6.4,100,5,90.6,55.3,1.9,10.9,null,3.5,20.5,58.7,29,2.3,213,3.6,12.3,19.7,1735,11,603,412,3.7,0.3,null,11.1,7,32,28,2953,23.8,48,1499,105,2.0,41,5,0.8,2785,"210051442",3130,5051,5,4.9,39,7.1,4.6,91.2,7,5.1,3505,2016,5
16.7,1813,36.9,4283,381,40.1,8020,29.9,"Malvern East",20.4,7129,1805,645,1.8,5026,20.3,10,7680,2647,15,10,1390,13.4,26,4832,275,7646,633,1824,94.7,6104,1280,20,1403,168,14.0,322,14.5,12.6,5.3,2170,101,69.4,5.1,200,10,89.8,67.5,4.4,34.9,null,2.7,10.6,48.5,90,2.1,256,3.1,24.3,10.2,2408,41,1900,875,1.7,0.7,130,11.3,8,324,53,5323,32.4,585,1847,267,1.9,93,10,0.8,5248,"208041195",7647,10260,10,5.4,132,8.3,9.5,85.5,8,6.3,5540,2016,10
null,null,null,null,null,null,null,null,"Essendon Airport",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"210011227",null,null,null,null,null,null,16.2,null,null,null,null,2016,null
17.0,1509,32.3,3696,270,31.8,5591,29.6,"Heidelberg - Rosanna",21.0,4281,953,326,2.1,4030,21.6,9,5499,2217,24,9,1034,15.9,21,3384,197,5535,379,1396,95.0,4173,981,5,846,106,13.7,278,9.4,13.8,5.0,1493,7,20.3,6.9,140,9,85.8,63.7,7.0,37.4,4,2.5,12.5,51.3,87,2.3,124,3.0,22.7,12.0,1642,33,1087,705,2.7,0.9,13,12.6,7,265,29,3872,29.9,189,1580,207,1.8,60,9,0.9,3841,"209011198",5529,7057,9,7.2,83,12.1,10.5,90.6,7,7.0,3788,2016,9
20.2,656,25.5,2120,197,48.5,3770,30.6,"Kingsbury",21.6,3882,655,180,2.9,2116,14.8,8,3486,2018,20,5,264,18.2,9,1708,222,3326,339,830,92.2,3146,492,11,536,30,17.3,183,17.0,14.5,7.8,859,176,120.9,8.7,105,6,85.4,71.4,3.9,31.8,null,2.9,16.1,41.8,95,3.3,224,3.1,17.7,12.4,1004,32,775,552,1.6,0.6,4,9.0,3,136,25,2364,33.6,367,1538,101,1.8,38,7,0.3,2300,"209021205",3324,4879,7,4.2,57,11.6,11.0,83.0,3,4.8,2765,2016,8
20.6,3262,15.2,6593,494,39.2,9222,25.5,"Reservoir - East",18.5,10144,3097,291,3.8,6216,17.3,5,8195,1796,80,2,1268,29.0,40,4708,442,10370,844,2416,93.1,7439,1909,36,600,138,10.3,715,14.7,16.8,6.9,2472,225,78.6,10.4,100,2,73.8,66.7,7.7,29.7,3,2.4,14.2,41.7,184,4.0,702,2.9,12.1,11.7,2232,58,2801,960,3.1,1.1,41,11.1,2,159,43,6676,39.7,628,1286,592,1.7,122,3,0.5,6481,"209021207",10371,11445,3,8.3,222,22.4,7.2,85.3,1,5.1,6597,2016,5
21.6,2249,18.3,6122,589,35.5,8329,26.2,"Reservoir - West",18.9,8102,2380,253,3.2,5785,18.4,5,8424,1919,83,3,1192,28.1,22,4524,377,8777,638,2235,93.7,6639,1551,31,231,143,13.8,559,12.0,13.0,6.3,2107,197,64.5,7.9,100,3,75.2,67.3,7.1,37.4,3,2.6,12.6,47.4,122,3.4,517,3.0,11.5,11.0,2251,44,1952,883,2.9,0.5,32,11.8,3,113,46,6288,32.5,411,1389,505,1.8,111,4,0.5,6116,"209021208",8787,10217,4,7.1,160,21.5,10.0,88.0,3,6.0,5978,2016,5
22.1,1809,23.5,7337,900,28.6,9055,29.2,"Keilor East",18.4,7883,1728,340,2.6,7014,18.6,5,10814,2046,73,5,375,24.8,12,6002,476,9202,793,2633,94.1,8602,1197,23,73,41,11.2,573,5.9,11.1,5.9,1293,57,7.0,7.2,100,6,78.4,66.0,7.6,49.2,null,2.7,12.7,54.6,116,2.8,245,3.0,13.4,11.7,2583,45,1390,970,3.0,0.5,48,13.0,7,92,64,7370,18.2,211,1524,569,1.8,133,6,0.3,7188,"210011229",9198,11297,6,6.4,124,18.9,7.8,94.1,6,7.9,7692,2016,6
17.0,1584,18.5,3145,226,44.0,4638,26.2,"Heidelberg West",17.3,5377,1721,194,4.2,3139,17.6,6,3610,1908,24,2,346,29.2,31,2389,246,5227,444,1090,94.2,3851,1146,23,323,107,15.6,464,16.6,17.9,5.8,1004,5,70.1,11.2,108,2,78.4,65.7,6.3,23.3,null,2.4,11.7,36.3,245,4.2,323,3.0,15.1,10.7,1116,42,1360,546,3.6,0.7,null,11.9,1,181,26,3373,45.8,336,1224,340,1.8,62,3,0.6,3300,"209011199",5220,5888,3,9.8,132,17.4,11.2,83.4,1,4.9,3389,2016,6
18.9,646,30.0,1716,156,33.2,2810,34.9,"Niddrie - Essendon West",19.5,2220,773,122,2.7,1855,22.8,8,2562,2220,15,8,164,19.1,7,1939,140,2564,270,593,93.2,2565,467,5,68,28,12.7,187,7.8,12.4,6.8,494,69,5.8,5.9,100,8,82.4,64.1,6.2,37.2,null,2.6,11.8,49.4,14,2.8,58,3.1,17.8,10.6,791,17,484,328,2.8,0.6,7,13.0,7,65,17,1887,24.5,62,1643,113,1.8,32,8,0.6,1857,"210011230",2571,3563,8,8.5,32,14.7,8.1,92.2,7,6.7,2271,2016,8
22.7,581,20.9,2996,249,30.9,3363,49.4,"Romsey",26.0,2275,47,339,2.0,2481,21.5,5,3542,1828,60,7,63,14.6,17,2325,143,3140,152,1007,89.5,3229,787,4,65,3,16.1,185,4.4,15.9,10.5,204,4,13.1,9.7,85,7,86.0,60.1,3.7,34.5,null,2.8,38.1,54.0,11,2.0,65,3.1,23.5,37.5,979,5,389,520,3.2,0.5,10,12.6,9,86,27,2543,13.8,65,1154,112,1.9,59,6,1.0,2492,"210021235",3135,4427,6,8.1,14,12.2,7.6,95.6,9,7.6,2940,2016,6
12.4,524,44.6,2121,221,30.8,3081,31.4,"Ivanhoe East - Eaglemont",21.8,2144,94,293,1.9,2036,21.3,10,3309,2733,10,10,468,8.3,8,1995,152,2672,180,730,94.0,2461,378,3,450,74,9.2,125,5.9,12.9,6.0,660,6,4.0,4.9,200,10,90.5,64.5,4.8,46.7,null,2.8,10.2,58.0,30,2.2,33,3.1,25.7,10.1,951,16,432,323,1.7,0.2,3,14.6,10,95,16,2137,19.4,43,1891,82,1.9,19,10,0.7,2107,"209011201",2676,3897,10,4.9,34,7.6,4.8,94.1,10,8.6,2216,2016,10
21.5,1423,32.6,4954,367,31.3,6458,41.5,"Montmorency - Briar Hill",22.2,4594,894,417,1.7,4680,21.6,8,6232,2052,35,10,652,13.2,13,4035,244,5978,340,1662,92.5,5690,1113,17,100,47,9.3,387,6.2,10.6,7.5,1064,4,17.2,4.9,105,9,89.3,62.6,5.0,38.7,null,2.5,15.7,52.3,91,1.8,71,3.0,22.9,14.4,1703,24,902,787,2.9,0.4,10,13.1,9,100,40,4498,17.7,136,1555,296,1.8,76,9,0.9,4419,"209011202",5971,8078,9,8.5,64,9.0,5.1,93.8,9,10.0,5204,2016,9
23.2,790,25.0,3089,243,33.1,3584,36.5,"Watsonia",20.9,2830,290,117,2.1,2605,21.6,7,3484,1875,27,7,491,21.3,3,2167,147,3405,208,898,93.4,3013,621,15,17,27,9.4,225,7.6,9.7,6.6,726,5,59.2,5.5,100,7,83.6,65.0,5.6,38.6,null,2.6,14.7,50.8,53,2.1,70,3.0,18.9,13.0,955,16,570,464,2.8,0.6,null,14.1,7,47,19,2564,22.0,83,1418,203,1.8,38,6,0.9,2527,"209011204",3399,4404,7,7.6,50,14.3,5.9,92.4,6,7.0,2747,2016,7
18.4,2097,21.7,4393,342,46.7,7547,27.2,"Preston - East",20.2,7560,1582,289,3.2,4354,16.4,7,5403,2030,26,3,1026,24.5,38,3919,329,7469,735,1826,93.9,5301,1974,28,1380,354,14.2,446,16.0,15.3,6.1,2417,517,72.3,9.9,110,4,79.4,68.4,5.1,26.2,5,2.4,10.7,37.8,190,3.3,442,2.9,14.6,9.5,1612,65,2171,835,2.9,0.5,87,10.3,2,277,40,4765,42.8,709,1458,392,1.7,89,5,0.5,4667,"209021428",7480,9491,6,7.6,153,17.4,10.8,84.0,2,4.7,4690,2016,7
17.6,1122,27.5,2778,249,42.5,4807,29.9,"Preston - West",20.9,4078,1325,235,2.7,2830,21.4,8,3907,2049,20,6,427,20.4,4,2811,175,4517,325,1078,94.3,3368,1204,12,375,278,10.6,228,12.2,13.6,5.7,1390,606,56.2,6.8,125,7,81.4,64.9,5.1,32.9,null,2.6,10.2,43.6,59,2.9,233,3.0,17.8,9.1,1288,43,1125,553,2.6,0.6,24,12.5,4,94,33,3129,33.9,329,1542,197,1.8,53,7,0.8,3067,"209021429",4506,5976,7,6.2,91,15.9,6.9,87.8,4,6.1,3060,2016,8
19.4,590,37.4,4138,474,33.8,6175,52.7,"Wattle Glen - Diamond Creek",25.4,3803,203,305,1.9,3396,22.8,7,5417,2005,51,10,408,9.0,13,3423,272,4361,252,1082,91.1,5740,930,3,7,20,9.6,318,3.6,8.8,8.9,656,3,9.7,4.4,100,10,92.0,63.5,3.3,35.2,5,3.0,18.8,53.3,27,2.0,68,3.2,21.2,16.9,1685,23,619,749,2.8,0.3,null,13.0,10,88,25,3797,9.8,58,1589,206,1.9,58,8,1.2,3719,"209031215",4361,7534,9,6.8,31,6.2,5.6,96.4,10,8.1,5261,2016,8
25.9,1403,12.5,6672,704,30.0,6969,29.4,"Lalor",17.5,7537,377,159,3.3,5107,18.0,1,8795,1752,70,1,641,32.9,16,3799,451,7534,372,2052,91.2,6211,902,31,457,15,16.8,630,10.2,11.1,8.8,1067,14,63.2,7.7,100,1,72.7,67.7,6.1,41.1,3,2.9,15.7,53.2,70,3.6,579,3.1,7.5,12.4,2179,25,1384,616,3.6,0.5,8,12.8,3,62,37,6249,25.4,180,1333,547,1.9,148,1,0.3,5946,"209041219",7530,8266,2,7.1,135,24.0,11.1,89.8,3,6.3,5556,2016,1
24.1,768,20.0,4838,389,35.2,6314,58.9,"Wallan",29.4,4018,142,284,2.2,3955,26.1,3,5588,1817,102,6,292,12.8,13,4165,308,5055,241,1332,86.5,5999,1507,null,40,6,17.3,456,6.4,13.8,13.5,503,null,3.7,9.5,80,6,87.9,56.6,2.6,21.4,null,3.0,34.5,50.4,13,2.5,136,3.2,15.0,35.6,1886,15,643,789,4.0,0.3,23,11.2,8,62,27,4304,16.9,97,1351,210,2.0,76,5,0.8,4189,"209041224",5056,7706,5,7.7,34,9.8,11.1,93.6,9,7.0,5483,2016,4
23.3,568,19.1,2556,249,31.6,2960,44.3,"Whittlesea",24.8,2255,115,210,3.1,2105,21.1,4,2938,1860,72,6,32,19.4,8,1577,121,2713,102,731,90.3,2871,586,3,34,null,16.4,186,5.7,13.5,9.7,128,null,5.0,8.9,100,6,79.8,60.6,6.1,35.9,null,2.8,26.4,50.7,11,3.7,63,3.1,20.0,26.5,815,6,374,357,3.5,0.5,3,12.5,8,45,9,2142,15.7,59,1208,124,2.0,73,5,0.9,2088,"209041225",2716,3703,6,7.9,22,17.1,11.9,94.3,8,8.4,2650,2016,5
24.2,845,29.0,5853,324,30.9,8435,60.7,"Doreen",29.5,4455,727,408,1.5,5614,35.9,6,7700,2019,70,8,221,8.4,4,4714,352,6600,463,1491,86.0,8339,1740,9,8,16,11.3,683,8.1,9.0,14.0,680,3,6.8,4.6,90,8,91.8,50.5,2.0,15.3,6,3.1,24.2,55.7,41,1.5,67,3.3,16.7,22.1,2996,28,576,1025,4.1,0.3,null,11.4,9,72,26,5757,22.3,115,1559,226,1.9,63,7,1.4,5641,"209041430",6592,10401,7,7.3,44,6.7,5.1,91.9,9,7.4,7596,2016,7
20.1,502,25.2,1396,187,40.4,2727,35.7,"Bundoora - North",21.5,2527,485,104,2.1,1666,18.8,8,2774,2102,21,7,149,11.4,3,1450,154,2502,191,600,91.0,2533,341,4,619,8,14.7,101,16.6,21.5,9.0,417,77,10.7,5.7,100,7,88.1,70.1,4.0,26.2,null,2.8,17.5,49.7,18,2.2,95,3.1,15.4,14.5,804,9,583,328,1.9,3.6,null,10.6,6,37,10,1811,32.4,235,1619,82,1.9,16,8,0.3,1759,"209041216",2503,3369,8,3.9,42,9.5,9.9,83.4,6,5.2,2248,2016,8
